data_n,n,s,t,relaxation,solver_used,fixing_rule,calibration_method,root_calibration_param_set,node_calibration_param_set,upsilon_fixing,recalibrate_k,warm_start,bnb_gap,bnb_root_gap,bnb_runtime,bnb_reported_wall_time,bnb_knitro_time,bnb_relaxation_solve_time,bnb_upsilon_calibration_time,bnb_factorization_time,bnb_bound_computation_time,bnb_open_list_time,bnb_node_setup_time,bnb_dual_solution_time,bnb_variable_fixing_direct_time,bnb_variable_fixing_time,bnb_variable_fixing_calls,n_fixed_zero_bnb,n_fixed_one_bnb,n_fixed_total_bnb,bnb_nodes,bnb_n_int_sols,bnb_tree_exhausted,bnb_time_limit_hit,bnb_int_gap_max,bnb_int_gap_avg,bnb_int_gap_opt,z_bnb,z_bnb_ub,z_bnb_root_ub
63,32,16,12,DDGFactplus,general,dual,none,none,none,simple,,true,0.45204157357296637,1.0408410133611525,7205.3329916,7200.003999948502,6798.523691500855,6798.523691500855,0.0,102.29325780001832,7109.771799400171,0.538866899999639,22.817028100053438,168.0388324999938,10.197692200015688,178.23652470000948,1028968,2559161,761148,3320309,1115221,741138,false,true,1.4968786002372596,1.0606606709742368,0.7787331280160785,-22.96812911013585,-22.516087536562882,-21.927288096774696
63,32,16,12,DDGFactplusUpsilon,general,dual,bfgs,default,very_fast,simple,1,true,0.42497418138966125,0.6864917534285944,7212.64859,7201.608000040054,7157.325686799988,16.147805700000013,7141.177881099982,0.9066643999999977,7158.36728390003,0.004363000000000002,0.12585569999999896,0.0,53.26642300000009,53.26642300000009,6638,692,4000,4692,6821,1826,false,true,1.0739381532700918,0.7610253065037891,NaN,-22.968129110135852,-22.54315492874619,-22.281637356707257
63,32,16,12,DDGFactplusUpsilon,general,dual,bfgs,default,very_fast,simple,2,true,0.4146488303684528,0.6864917534285908,7208.0663121,7200.339999914169,7116.104573299986,99.69592799999954,7016.408645299971,1.9085557999999991,7118.624090800025,0.008374300000000038,1.0307155000000605,0.0,87.23423629999968,87.23423629999968,13870,2262,8190,10452,14217,4911,false,true,1.1608521317370553,0.7757143165369149,0.48786729057369627,-22.96812911013585,-22.553480279767395,-22.281637356707257
63,32,16,12,DDGFactplusUpsilon,general,dual,bfgs,default,very_fast,simple,4,true,0.4083559626941202,0.6864917534285908,7208.6015608,7200.023999929428,7047.4395159999685,253.06393720000005,6794.375578799993,3.518163399999995,7052.210886600009,0.016004399999999242,0.6785574999999321,0.0,153.47381070000097,153.47381070000097,26859,5877,16295,22172,27731,10623,false,true,1.2321871807235425,0.8029589113062233,0.3908930873076706,-22.96812911013585,-22.559773147441728,-22.281637356707257
63,32,16,12,DDGFactplusUpsilon,general,dual,bfgs,default,very_fast,simple,6,true,0.407117531258379,0.6864917534285908,7208.7709713,7200.930000066757,6982.982071099996,403.09468919999927,6579.887381900017,5.40177800000001,6990.536266900018,0.022436999999999655,0.6882822999998854,0.0,214.5252056999995,214.5252056999995,39163,9762,27903,37665,40735,17431,false,true,1.4327120921696768,0.8282289955126374,0.398080683226798,-22.96812911013585,-22.56101157887747,-22.281637356707257
63,32,16,12,DDGFactplusUpsilon,general,dual,bfgs,default,very_fast,simple,8,true,0.4213846148173346,0.6864917534285908,7208.3502722,7200.199999809265,6931.82713470003,515.4585702999963,6416.368564400031,6.060665000000027,6940.750806300022,0.027781100000000013,1.3209693000002354,0.0,262.6560582000016,262.6560582000016,48478,10418,35665,46083,50509,21637,false,true,1.2919965167179086,0.8661533245604698,0.5044628687508279,-22.96812911013585,-22.546744495318514,-22.281637356707257
63,32,16,12,DDGFactplusUpsilon,general,dual,bfgs,default,very_fast,simple,10,true,0.41152588568811055,0.6864917534285908,7208.1302663,7200.073000192642,6805.764597000058,836.7451200000073,5969.019476999975,9.29167080000008,6820.448589600078,0.04116280000000092,1.8722803000004484,0.0,379.82151610000267,379.82151610000267,73322,22344,53408,75752,76857,37065,false,true,1.2729821103873888,0.8756625745170964,0.4850888363814647,-22.96812911013585,-22.556603224447738,-22.281637356707257
63,32,16,12,DDGFactplusUpsilon,general,dual,ppa_one,root,node,simple,1,true,0.41092476587366633,0.6849263037369617,7204.6092972,7201.245000123978,7117.84641169999,74.70648170000007,7043.139929999998,1.3734740999999988,7119.4598651000015,0.007769000000000153,0.3226967999999561,0.0,83.59941789999976,83.59941789999976,11666,1284,12785,14069,12725,5341,false,true,1.0415717641244306,0.767231381580192,0.4027451440090921,-22.96812911013585,-22.557204344262182,-22.283202806398887
63,32,16,12,DDGFactplusUpsilon,general,dual,ppa_one,root,node,simple,2,true,0.372226657817766,0.6849263037369617,7202.9068936,7200.230999946594,7088.1161538999895,244.34777259999927,6843.768381300001,2.5854159999999893,7091.522303100045,0.010830199999999705,0.40350659999987887,0.0,109.38908239999954,109.38908239999954,17105,2445,17387,19832,18721,7674,false,true,1.0154964539339595,0.7457262231556835,0.489372495509393,-22.96812911013585,-22.595902452318082,-22.283202806398887
63,32,16,12,DDGFactplusUpsilon,general,dual,ppa_one,root,node,simple,4,true,0.36471314518507114,0.6849263037369617,7205.3982103,7202.233999967575,7061.095917700009,370.8966757999991,6690.1992418999935,2.7019551999999725,7064.86072610002,0.013397199999999375,0.4075203999998549,0.0,137.89061989999894,137.89061989999894,22855,4561,21400,25961,24789,9816,false,true,1.1146679444908578,0.7469108387124755,0.34079838207059154,-22.96812911013585,-22.603415964950777,-22.283202806398887
