n,s,t,ddgfact_gap,ddgfact_plus_gap,ddgfact_plus_upsilon_bfgs_gap,ddgfact_plus_upsilon_one_step_gap,bfgs_minus_one_step_gap,spec_gap,ddgfact_runtime,ddgfact_plus_runtime,ddgfact_plus_upsilon_bfgs_runtime,ddgfact_plus_upsilon_one_step_runtime,local_search_runtime,spectral_runtime,z_ls,z_ddgfact,z_ddgfact_plus,z_ddgfact_plus_upsilon_bfgs,z_ddgfact_plus_upsilon_one_step,z_spec,psi_ddgfact_plus,psi_upsilon_bfgs,lambda_min_upsilon_bfgs,feasibility_slack_upsilon_bfgs,psi_upsilon_one_step,lambda_min_upsilon_one_step,feasibility_slack_upsilon_one_step,gamma_min_upsilon_bfgs,gamma_max_upsilon_bfgs,theta_norm_upsilon_bfgs,theta_norm_inf_upsilon_bfgs,gamma_min_upsilon_one_step,gamma_max_upsilon_one_step,theta_norm_upsilon_one_step,theta_norm_inf_upsilon_one_step,one_step_cache_size,one_step_num_evals,one_step_subproblem_status,one_step_subproblem_primal_status,one_step_subproblem_acceptable_status,one_step_subproblem_residual_norm_inf
90,6,1,0.5908396027234915,0.5619137420180049,0.5620075322792264,0.5642691490582781,-0.0022616167790516783,0.7245186377099166,0.4731339,0.4440035,10.6628878,1.7900031,1.0994691,0.0171391,7.519895997365781,8.110735600089273,8.081809739383786,8.081903529645007,8.08416514642406,8.244414635075698,18.988819707382756,18.99015956042286,18.99015966042286,1.0000000116860974e-7,19.25539561741156,19.25539571741156,1.0000000116860974e-7,0.9998175207948141,1.0004545099251616,0.0009537453125977196,0.0004544066668122522,0.9724828500237802,1.0238072295845442,0.09506613456898766,0.027902838582019963,56,56,SLOW_PROGRESS,FEASIBLE_POINT,true,0.8124820509893504
90,7,2,0.835670980162698,0.7840357541543153,0.6448765171984991,0.6443872397851553,0.0004892774133438138,1.4721741289423758,0.2492934,0.2155819,26.532631,11.4824467,0.8429819,0.0009951,14.223769977650488,15.059440957813186,15.007805731804803,14.868646494848987,14.868157217435643,15.695944106592863,18.988819707382756,49.237528151033665,49.237528251033666,1.0000000116860974e-7,49.76598048100442,49.76598058100442,1.0000000116860974e-7,0.6915550262808913,4.0741435755902335,2.8159773437961766,1.4046605591056336,0.6971113237679832,3.259765135703685,2.630543294548735,1.1816551485206304,170,170,SLOW_PROGRESS,FEASIBLE_POINT,true,0.6626235121503526
90,8,3,1.1674386807850254,1.0862245620585185,0.9029272425903123,0.9031431329857007,-0.00021589039538838506,2.675811825684164,0.065302,0.0289352,61.5817405,13.493047,0.9255015,0.0003311,20.442571157008175,21.6100098377932,21.528795719066693,21.345498399598487,21.345714289993875,23.11838298269234,18.988819707382756,45.953591009319005,45.95359110931901,1.0000000116860974e-7,45.914210995599326,45.91421109559933,1.0000000116860974e-7,0.7496704625257541,3.1123899527536585,2.3294853840679264,1.1353909046207593,0.7412030905432663,3.607168661997603,2.419026105792098,1.2829231604615847,139,139,SLOW_PROGRESS,FEASIBLE_POINT,true,0.666120671124162
90,9,4,1.2313920009578112,1.124222433826958,0.8915930746587577,0.8922094968616321,-0.0006164222028743893,3.6015614248724503,0.0566839,0.029827,51.7632941,14.0540637,0.9115044,0.0003346,26.648560826276537,27.879952827234348,27.772783260103495,27.540153900935294,27.54077032313817,30.250122251148987,18.988819707382756,45.46433790648089,45.464338006480894,1.0000000116860974e-7,45.625023405873215,45.625023505873216,1.0000000116860974e-7,0.7637261150549113,3.091996442425109,2.370128688698702,1.1288169801504868,0.7351740989424761,2.8217911728287275,2.253082914303332,1.0373718509861756,121,121,SLOW_PROGRESS,FEASIBLE_POINT,true,0.5823268621877247
90,10,5,1.32301880884782,1.1894487485266652,0.9256790981810639,0.9266940217051456,-0.0010149235240817234,4.477963275456354,0.0521965,0.0489113,70.0062221,17.6133962,0.9431377,0.000339,32.64512034468518,33.968139153533,33.83456909321185,33.570799442866246,33.57181436639033,37.123083620141536,18.988819707382756,44.20828504962885,44.20828514962885,1.0000000116860974e-7,44.0868695525544,44.0868696525544,1.0000000116860974e-7,0.7730127082545112,2.95076062751435,2.169326464285082,1.0820629769521237,0.7842434439926599,2.6720244600417726,2.041090267405813,0.98283640983975,132,132,SLOW_PROGRESS,FEASIBLE_POINT,true,0.5196293118560454
90,11,6,1.5135061248353026,1.3554738351604598,1.057976727817902,1.059039080275305,-0.0010623524574029375,5.388322930967732,0.0598496,0.0551346,105.700551,20.4214749,0.9792658,0.0003342,38.4168017607486,39.9303078855839,39.77227559590906,39.4747784885665,39.4758408410239,43.80512469171633,18.988819707382756,44.38884369132794,44.38884379132794,1.0000000116860974e-7,44.33285874913299,44.33285884913299,1.0000000116860974e-7,0.7856774106813531,2.7471231981105575,2.1317333484138823,1.0105542543457655,0.7907951408784186,2.652810054044023,2.088900953944005,0.9756194759260323,137,137,SLOW_PROGRESS,FEASIBLE_POINT,true,0.725540572357386
90,12,7,1.7731985971708966,1.5906681036509767,1.245161945040671,1.24529039295183,-0.0001284479111589576,6.073291215389325,0.083857,0.0649845,82.6601668,22.7412366,1.121445,0.0005487,44.01665531629978,45.78985391347068,45.60732341995076,45.261817261340454,45.26194570925161,50.08994653168911,18.988819707382756,45.4696082274934,45.469608327493404,1.0000000116860974e-7,45.64533296599432,45.64533306599432,1.0000000116860974e-7,0.7628157890038285,2.9264288144024397,2.234210338965574,1.073782844970956,0.792924896079654,3.2102648247636183,2.243693854339144,1.1663534336653536,143,143,SLOW_PROGRESS,FEASIBLE_POINT,true,0.66877664356943
90,13,8,1.9739293556839144,1.763443716076381,1.3711774722381307,1.372927517303708,-0.0017500450655774102,6.500544235092953,0.1249711,0.1078168,104.0566394,21.1006167,1.1978994,0.0010144,49.585340917693685,51.5592702733776,51.348784633770066,50.956518389931816,50.95826843499739,56.08588515278664,18.988819707382756,47.697877297992875,47.697877397992876,1.0000000116860974e-7,47.668813387594604,47.668813487594605,1.0000000116860974e-7,0.7668817197078189,3.1957639065907864,2.3870836973644414,1.161826153645601,0.7529428949776364,3.633448655592355,2.3513564186246043,1.2901822401345733,134,134,SLOW_PROGRESS,FEASIBLE_POINT,true,0.7180985791406748
90,14,9,2.1392941701951287,1.9031285062581276,1.4679033763226101,1.465467943187548,0.002435433135062226,6.8905863338430535,0.1002014,0.0747506,101.9604933,31.9806685,1.3664808,0.0010072,55.10244754517463,57.241741715369756,57.005576051432755,56.57035092149724,56.567915488362175,61.99303387901768,18.988819707382756,50.82817075687726,50.828170856877264,1.0000000116860974e-7,51.54595191054561,51.54595201054561,1.0000000116860974e-7,0.7415039574134514,3.6897456849276087,2.7696571365625853,1.3055575356035196,0.773443296601931,3.6218156612366834,2.605044076341154,1.286975463974098,182,182,SLOW_PROGRESS,FEASIBLE_POINT,true,0.6751836070661
90,15,10,2.269872713059982,2.0126310946966512,1.533124350570418,1.5229346599629139,0.010189690607504076,7.180899154622622,0.1108287,0.0915695,102.5510869,38.819146,1.518022,0.0006116,60.59012837377554,62.860001086835524,62.60275946847219,62.12325272434596,62.113063033738456,67.77102752839816,18.988819707382756,54.270748852422514,54.270748952422515,1.0000000116860974e-7,54.338723979424266,54.33872407942427,1.0000000116860974e-7,0.733339841845134,3.7888704699745896,2.9337608624128246,1.3320679456444064,0.7340051198605707,3.462730499725772,2.8528816480418624,1.242057439615664,207,207,SLOW_PROGRESS,FEASIBLE_POINT,true,0.8051266091877476
