n,s,t,ddgfact_gap,ddgfact_plus_gap,ddgfact_plus_upsilon_bfgs_gap,ddgfact_plus_upsilon_one_step_gap,bfgs_minus_one_step_gap,spec_gap,ddgfact_runtime,ddgfact_plus_runtime,ddgfact_plus_upsilon_bfgs_runtime,ddgfact_plus_upsilon_one_step_runtime,local_search_runtime,spectral_runtime,z_ls,z_ddgfact,z_ddgfact_plus,z_ddgfact_plus_upsilon_bfgs,z_ddgfact_plus_upsilon_one_step,z_spec,psi_ddgfact_plus,psi_upsilon_bfgs,lambda_min_upsilon_bfgs,feasibility_slack_upsilon_bfgs,psi_upsilon_one_step,lambda_min_upsilon_one_step,feasibility_slack_upsilon_one_step,gamma_min_upsilon_bfgs,gamma_max_upsilon_bfgs,theta_norm_upsilon_bfgs,theta_norm_inf_upsilon_bfgs,gamma_min_upsilon_one_step,gamma_max_upsilon_one_step,theta_norm_upsilon_one_step,theta_norm_inf_upsilon_one_step,one_step_cache_size,one_step_num_evals,one_step_subproblem_status,one_step_subproblem_primal_status,one_step_subproblem_acceptable_status,one_step_subproblem_residual_norm_inf
63,29,24,3.190576606629392,1.7727345537988555,1.2644558592799342,1.2345617951377506,0.02989406414218365,4.804572740940728,0.0220158,0.0271698,20.2439975,10.9598242,2.0284025,0.0001529,-47.40143510125978,-44.210858494630386,-45.62870054746092,-46.136979241979844,-46.16687330612203,-42.59686236031905,0.031745640422217065,0.04476799378162069,0.044768093781620694,1.0000000000287557e-7,0.044355414243124884,0.04435551424312489,1.0000000000287557e-7,0.8210205365269694,1.4449069933126393,1.100403620049,0.36804495500338985,0.7537362292281252,1.4383760099521408,1.0447773084758027,0.36351470630924687,230,230,SLOW_PROGRESS,FEASIBLE_POINT,true,0.9681554081814384
63,30,25,3.1920096641466387,1.7376044364743422,1.2366788502278183,1.2002582867458216,0.03642056348199674,4.685910467839527,0.0314615,0.0276474,19.8445743,12.170236,2.2128079,0.0001544,-49.72864858098913,-46.53663891684249,-47.99104414451479,-48.49196973076131,-48.52839029424331,-45.0427381131496,0.031745640422217065,0.04415587477388547,0.04415597477388547,1.0000000000287557e-7,0.04440440348239988,0.04440450348239988,1.0000000000287557e-7,0.7615076163371736,1.4654331430314307,1.1245778580005297,0.3821508595423053,0.7319785170325653,1.4315604751385416,1.0527639268386673,0.35876509065639,241,241,SLOW_PROGRESS,FEASIBLE_POINT,true,1.1366083422497204
63,31,26,3.192872102467355,1.7023438232223853,1.2080010564707422,1.1714846902368237,0.03651636623391852,4.573763169734448,0.0420232,0.034282,23.1826646,12.9814277,1.4899011,0.0001532,-52.07429166911064,-48.88141956664329,-50.37194784588826,-50.8662906126399,-50.90280697887382,-47.500528499376195,0.031745640422217065,0.044601565356043656,0.04460166535604366,1.0000000000287557e-7,0.04422447535742798,0.044224575357427985,1.0000000000287557e-7,0.7794541425800495,1.447073743226727,1.0939982829639852,0.36954340918888295,0.7410348673974421,1.4386336783022176,1.0300841803148943,0.3636938286471505,246,246,SLOW_PROGRESS,FEASIBLE_POINT,true,0.9266487647795618
63,32,27,3.1865391597020505,1.6620620994718323,1.1840821265826875,1.1308778425342965,0.05320428404839106,4.454530269768668,0.0507013,0.0350095,24.9604374,15.490284,1.8466899,0.0001546,-54.43077724045627,-51.24423808075422,-52.76871514098444,-53.246695113873585,-53.299899397921976,-49.976246970687605,0.031745640422217065,0.04423001341852393,0.04423011341852393,1.0000000000287557e-7,0.0438922358753347,0.043892335875334705,1.0000000000287557e-7,0.8605836988536882,1.4355460361618297,1.097861790896542,0.3615452898396301,0.7282340518202296,1.439655176485687,1.035298689085459,0.36440362413877186,269,269,SLOW_PROGRESS,FEASIBLE_POINT,true,0.8662307192305764
63,33,28,3.1716628111406067,1.613572221252518,1.1214883769418833,1.0807657823881343,0.04072259455374905,4.333991106957868,0.0401354,0.0394555,27.5683555,16.2483761,2.3106545,0.0001483,-56.79564492123985,-53.62398211009924,-55.18207269998733,-55.674156544297965,-55.714879138851714,-52.46165381428198,0.031745640422217065,0.04384861009401242,0.04384871009401242,1.0000000000287557e-7,0.04380957489437871,0.04380967489437871,1.0000000000287557e-7,0.8038646858754818,1.447351497656144,1.0586388870247687,0.36973533290924454,0.6814164655174316,1.4084189816758679,1.045538266810429,0.38358160980091743,263,263,SLOW_PROGRESS,FEASIBLE_POINT,true,0.8768169637653914
63,34,29,3.182339832151861,1.5902192361934695,1.091843580054423,1.0448423740696313,0.04700120598479174,4.2328810895166455,0.053771,0.0383747,29.7685667,16.9829174,3.2231253,0.0001485,-59.20451511606614,-56.02217528391428,-57.61429587987267,-58.11267153601172,-58.15967274199651,-54.971634026549495,0.031745640422217065,0.04389378495899381,0.043893884958993816,1.0000000000287557e-7,0.04360955031088471,0.043609650310884714,1.0000000000287557e-7,0.859149192879193,1.4429523858014195,1.0142240184117743,0.36669128257471867,0.6646390621322877,1.4357104754743495,1.028057012689476,0.408511149386671,254,254,SLOW_PROGRESS,FEASIBLE_POINT,true,0.8848246936946756
63,35,30,3.173868468724592,1.545729266932355,1.0175777393424141,0.9891958443686306,0.028381894973783517,4.121475574414141,0.0557109,0.0385162,32.9488663,18.8042047,2.8805966,0.0001439,-61.614056633461814,-58.44018816473722,-60.06832736652946,-60.5964788941194,-60.624860789093184,-57.49258105904767,0.031745640422217065,0.043494850091811095,0.0434949500918111,1.0000000000287557e-7,0.04328095992724118,0.04328105992724118,1.0000000000287557e-7,0.8874668886096166,1.4393209448894793,0.9502032618627622,0.3641714363167002,0.6617229240655185,1.4265361809448223,1.0358665983306783,0.41290835436667017,259,259,SLOW_PROGRESS,FEASIBLE_POINT,true,0.9092064596151483
63,36,31,3.1891125946033867,1.5225482270415185,1.001811468012754,0.9604653422164731,0.04134612579628083,4.010846809349928,0.0409233,0.0403439,32.2442093,17.5213744,3.2076777,0.0001511,-64.06769096833808,-60.8785783737347,-62.545142741296566,-63.06587950032533,-63.10722562612161,-60.056844158988156,0.031745640422217065,0.04301505474467105,0.043015154744671054,1.0000000000287557e-7,0.043205541316357024,0.04320564131635703,1.0000000000287557e-7,0.8424695804403459,1.4118177493293447,0.9723859588903764,0.34487805802752225,0.6662417268186396,1.3981860672630388,1.044378372702589,0.4061027211121797,232,232,SLOW_PROGRESS,FEASIBLE_POINT,true,0.9810584356857462
63,37,32,3.1859559270364812,1.479493690940501,0.961750501058674,0.9086217599641202,0.05312874109455379,3.862056451905943,0.0445664,0.0443027,33.3580124,19.9823516,3.1766182,0.0001438,-66.52213555437757,-63.33617962734109,-65.04264186343707,-65.5603850533189,-65.61351379441345,-62.66007910247163,0.031745640422217065,0.04301462345763534,0.043014723457635344,1.0000000000287557e-7,0.04319718992071324,0.04319728992071324,1.0000000000287557e-7,0.8414046099956698,1.3973134876101174,0.9501986529141188,0.33455145568067857,0.6618837611400965,1.4006925620943733,1.0287866117699047,0.4126653258640683,236,236,SLOW_PROGRESS,FEASIBLE_POINT,true,0.9299396861518389
63,38,33,3.180289758046726,1.4335999328635012,0.8824612281045177,0.8510515279580204,0.031409700146497244,3.706895181051223,0.0386913,0.0383828,37.7581034,21.2064729,3.8689395,0.0001314,-68.99203112691637,-65.81174136886965,-67.55843119405287,-68.10956989881186,-68.14097959895835,-65.28513594586515,0.031745640422217065,0.04319619302339179,0.04319629302339179,1.0000000000287557e-7,0.043233901372937304,0.04323400137293731,1.0000000000287557e-7,0.8304375234996744,1.3923255752760886,0.9556865256462802,0.33097542484870585,0.6610617878114506,1.4147862679621985,1.0073098310959654,0.41390796723365253,239,239,SLOW_PROGRESS,FEASIBLE_POINT,true,0.9395188098953942
63,39,34,3.1886736857213265,1.4009145436080956,0.8521563862132666,0.8103055326727286,0.04185085354053797,3.5621019768197186,0.0385266,0.0390669,38.3393376,22.215353,4.3206949,0.0001447,-71.49411845052437,-68.30544476480304,-70.09320390691627,-70.6419620643111,-70.68381291785164,-67.93201647370465,0.031745640422217065,0.043314420527781235,0.04331452052778124,1.0000000000287557e-7,0.04328351178443215,0.04328361178443215,1.0000000000287557e-7,0.8501111717425093,1.4196030419485821,0.9550058181538391,0.35037728460883133,0.6423079901166732,1.4099577653812692,1.000134134253473,0.4426873549441794,239,239,SLOW_PROGRESS,FEASIBLE_POINT,true,1.1418102400492962
63,40,35,3.2437700037699244,1.4145893006322723,0.8527810542837955,0.8219875273254189,0.03079352695837656,3.467565535633227,0.0378382,0.0350034,38.7697861,17.8164152,4.0547971,0.0001335,-74.06142412003774,-70.81765411626782,-72.64683481940547,-73.20864306575395,-73.23943659271232,-70.59385858440451,0.031745640422217065,0.04320683699841886,0.04320693699841886,1.0000000000287557e-7,0.043434245218045855,0.04343434521804586,1.0000000000287557e-7,0.8100154495392266,1.4127004370948033,0.9709891077107027,0.3455030763392726,0.6423064259749169,1.4099202379896592,1.046613411159742,0.44268979013677356,201,201,SLOW_PROGRESS,FEASIBLE_POINT,true,0.8763673647141325
63,41,36,3.2817609317636567,1.4108146119287568,0.8564701942364934,0.8061941243887816,0.050276069847711824,3.3392318080514087,0.0485662,0.0343432,35.8192248,21.2630977,4.1064,0.000147,-76.63106323862893,-73.34930230686527,-75.22024862670017,-75.77459304439243,-75.82486911424014,-73.29183143057752,0.031745640422217065,0.04319368052822685,0.04319378052822685,1.0000000000287557e-7,0.04328587741905212,0.04328597741905212,1.0000000000287557e-7,0.8404162448330418,1.3891562163129936,0.956538890405429,0.3286965241963117,0.6338476318774953,1.413160473504146,1.0416071142692145,0.4559466816973123,229,229,SLOW_PROGRESS,FEASIBLE_POINT,true,0.999350208504139
63,42,37,3.303132346342437,1.3887774492335296,0.8345339628358488,0.7715863016794486,0.06294766115640016,3.1902383504984755,0.0487755,0.036269,36.2306995,28.2008545,5.1357183,0.0001415,-79.20394466938389,-75.90081232304145,-77.81516722015036,-78.36941070654804,-78.43235836770444,-76.01370631888541,0.031745640422217065,0.04378861522276919,0.04378871522276919,1.0000000000287557e-7,0.04314889601590485,0.043148996015904856,1.0000000000287557e-7,0.8326823112134797,1.4310538527320598,0.9855602365056858,0.35841113280266257,0.6324163068490022,1.4081691704670198,0.9948237380959378,0.4582073883230307,299,299,SLOW_PROGRESS,FEASIBLE_POINT,true,0.9592125805191642
63,43,38,3.3319118760258704,1.3721550750756109,0.8108527629209306,0.7610139699804392,0.04983879294049132,3.0197783808016823,0.0493385,0.0363899,35.2660596,19.3342594,5.6697834,0.0001424,-81.80448763696533,-78.47257576093946,-80.43233256188972,-80.9936348740444,-81.0434736669849,-78.78470925616365,0.031745640422217065,0.04356467850779965,0.043564778507799655,1.0000000000287557e-7,0.04308591763334387,0.043086017633343875,1.0000000000287557e-7,0.856981316094009,1.4287530537979876,0.9620785893812622,0.35680207351601656,0.5965439842654734,1.399390465810293,1.0548811885028173,0.5166023029195831,219,219,SLOW_PROGRESS,FEASIBLE_POINT,true,0.7124115929591722
63,44,39,3.3528416625341464,1.3463665203916406,0.808957352379295,0.7316093740873697,0.0773479782919253,2.8580389396929746,0.0349567,0.0339147,37.5455582,25.495046,4.8981231,0.0001399,-84.41838485683213,-81.06554319429799,-83.0720183364405,-83.60942750445284,-83.68677548274476,-81.56034591713916,0.031745640422217065,0.043564463766917784,0.04356456376691779,1.0000000000287557e-7,0.04304998945498127,0.043050089454981275,1.0000000000287557e-7,0.8388629929168981,1.4431889863041965,0.9874164530712263,0.36685523885599697,0.5919838556565868,1.4008448449724313,1.0286270296482223,0.5242759153203478,273,273,SLOW_PROGRESS,FEASIBLE_POINT,true,0.5744810007387797
63,45,40,3.354469858231411,1.2997084946512558,0.7481378602547579,0.6893817817459791,0.05875607850877884,2.686509253745683,0.044857,0.0297473,35.4489269,25.0871145,4.3045705,0.0001418,-87.03471511105822,-83.68024525282681,-85.73500661640696,-86.28657725080346,-86.34533332931224,-84.34820585731254,0.031745640422217065,0.04343539148055245,0.04343549148055245,1.0000000000287557e-7,0.0429149380981768,0.0429150380981768,1.0000000000287557e-7,0.8098526093193001,1.4040467058260637,0.9707182210484184,0.3393585713081898,0.5715321727417431,1.3954958419139882,1.0177454241521342,0.5594345020706477,279,279,SLOW_PROGRESS,FEASIBLE_POINT,true,0.8109139112989423
