data_n,n,s,t,run_label,relaxation,solver_used,fixing_rule,root_bfgs_param_set,bfgs_param_set,root_psi0_warm_start,root_psi0_bfgs_param_set,upsilon_fixing,warm_start_parent_upsilon,use_t1_plus_bnb,bnb_gap,bnb_root_gap,bnb_runtime,bnb_reported_wall_time,n_fixed_zero_bnb,n_fixed_one_bnb,n_fixed_total_bnb,bnb_nodes,bnb_n_int_sols,bnb_tree_exhausted,bnb_time_limit_hit,bnb_int_gap_max,bnb_int_gap_avg,bnb_int_gap_opt,z_bnb,z_bnb_ub,z_bnb_root_ub,root_psi0_obj,root_psi0_improved,psi
63,32,16,15,DDGFact,DDGFact,general,dual,fast,very_fast,false,default,strong,false,true,0.0,0.6905754628659224,881.0786184,875.9880001544952,339117,35412,374529,146301,71371,true,false,0.8362380064534989,0.691454938385786,NaN,-30.96077508210182,-30.96077508210182,-30.270199619235896,NaN,,
63,32,16,15,DDGFactplus,DDGFactplus,general,primal,fast,very_fast,false,default,strong,false,true,0.0,0.27699165747987564,3.5943085,3.265000104904175,324,241,565,393,235,true,false,0.3443699628417143,0.2150299078999674,NaN,-30.96077508210182,-30.96077508210182,-30.683783424621943,NaN,,
63,32,16,15,DDGFactplusUpsilon_root_direct_child_cold,DDGFactplusUpsilon,general,primal,fast,very_fast,false,default,strong,false,true,0.0,0.15420641588376327,2919.7490576,2909.5579998493195,442,387,829,467,68,true,false,0.34634932535314533,0.06438998193610664,NaN,-30.96077508210182,-30.96077508210182,-30.806568666218055,NaN,,
63,32,16,15,DDGFactplusUpsilon_root_direct_child_warm,DDGFactplusUpsilon,general,primal,fast,very_fast,false,default,strong,true,true,0.0,0.15420641588376327,762.4259939,756.433000087738,341,128,469,313,23,true,false,0.32379605768786845,0.13372633311544946,NaN,-30.96077508210182,-30.96077508210182,-30.806568666218055,NaN,,
63,32,16,15,DDGFactplusUpsilon_root_psi0_child_cold,DDGFactplusUpsilon,general,primal,fast,very_fast,true,default,strong,false,true,0.0,0.1540558390044744,2792.3467916,2753.3529999256134,442,387,829,467,68,true,false,0.34634932535314533,0.06438998193610664,NaN,-30.96077508210182,-30.96077508210182,-30.806719243097344,-30.270199736253122,true,
63,32,16,15,DDGFactplusUpsilon_root_psi0_child_warm,DDGFactplusUpsilon,general,primal,fast,very_fast,true,default,strong,true,true,0.0,0.1540558390044744,940.2745675,902.8940000534058,376,129,505,325,36,true,false,0.29594340015114895,0.11897097284037421,NaN,-30.96077508210182,-30.96077508210182,-30.806719243097344,-30.270199736253122,true,
