n,s,t,ddgfact_gap,ddgfact_plus_gap,ddgfact_plus_upsilon_gap,spec_gap,ddgfact_runtime,ddgfact_plus_runtime,ddgfact_plus_upsilon_runtime
63,6,1,0.6815855822931239,0.5490011193220861,0.5489369154050071,0.8660230024467304,8.5780824,0.7044219,5.0986091
63,7,2,1.117300198510117,0.88657586812694,0.8864945131565647,1.7118384140472562,0.0629129,0.0261967,2.3789493
63,8,3,1.5606765240084175,1.2170370154514014,1.216891178621879,2.7615561765710774,0.0386842,0.0259796,3.4539294
63,9,4,1.8261325824396875,1.3808744718166563,1.3806824411768424,3.2387423149539396,0.0490876,0.0298026,3.6219815
63,10,5,2.008967176907807,1.4889846942838778,1.488811864270935,3.7045888588676092,0.0612664,0.0281185,3.4577888
63,11,6,2.173849583320732,1.5767623723994575,1.5765266997501168,4.104969713603816,0.0598887,0.0326678,5.8375277
63,12,7,2.326996384984888,1.6541374141066836,1.6538804909628144,4.380564924477704,0.0922264,0.0546622,13.797008
63,13,8,2.4363268351157714,1.697526078998358,1.6972208465451768,4.651988430728089,0.0779386,0.0356657,14.6017601
63,14,9,2.537396179000755,1.7427682822524275,1.742473887390398,4.878523908881128,0.103219,0.0419789,17.2015486
63,15,10,2.6018000763386127,1.7568808643717517,1.75657345556969,5.015652681811954,0.0912023,0.0517241,19.7260231
63,16,11,2.662971057676714,1.7688049053986852,1.7684848369884953,5.095768404774681,0.0937961,0.0416074,20.7797862
63,17,12,2.739714134417234,1.7993837234435581,1.7990313444307091,5.197545416512824,0.1182514,0.0413465,23.3391515
63,18,13,2.8533292431409194,1.8718450536929687,1.871491910894214,5.2867162035995,0.130915,0.0381493,23.4205332
63,19,14,2.9463858289167035,1.9191764901764863,1.9188142537843227,5.357269570348365,0.0837184,0.0388144,30.9752806
63,20,15,3.004102673254696,1.9412507039718392,1.9408765564631274,5.414544896598763,0.1335447,0.0422723,24.806754
63,21,16,3.0630341783141226,1.9548155799256968,1.9543950550950768,5.435251932082185,0.1102472,0.0476221,30.0479652
63,22,17,3.128278676040683,1.9772106492285673,1.9767834633333337,5.4453576644352495,0.1338962,0.0391134,29.6940705
63,23,18,3.199677308547791,2.007544728516269,2.007099053746515,5.426331385096013,0.0787909,0.0428522,26.2761294
63,24,19,3.094039429952062,1.8626573391495498,1.86218577183962,5.242790417976238,0.1079302,0.0459674,31.2342488
63,25,20,3.1116030406984194,1.8438956696623734,1.843462770292028,5.189370103740934,0.1152617,0.0467196,29.99352
63,26,21,3.109990303562846,1.8079921655911804,1.8075631599345527,5.1035996952986835,0.1355494,0.051222,44.0571122
63,27,22,3.1293104067243647,1.7919355684076166,1.791533142119114,4.999195357034495,0.1184118,0.0511614,39.3031944
63,28,23,3.1595734748875515,1.7793275535345572,1.7788676232356124,4.898861094522616,0.106724,0.0507185,46.3595834
63,29,24,3.1905764157137355,1.7727346045432384,1.7722912398987276,4.804572740940728,0.1438388,0.052875,47.3294409
63,30,25,3.192009477099802,1.7376044866410751,1.7371251119386812,4.685910467839527,0.146438,0.0528967,44.1075141
63,31,26,3.192871919790889,1.7023438734332217,1.7018821103499775,4.573763169734448,0.1649608,0.0602539,54.9012106
63,32,27,3.1865389918488134,1.6620621500549433,1.6615768115858742,4.454530269768668,0.1452393,0.0474826,40.6312836
63,33,28,3.1716626432558,1.613572272731652,1.6130774848018348,4.333991106957868,0.1327192,0.0554032,46.9349054
63,34,29,3.1823396645501205,1.590219288766825,1.5897424686647028,4.2328810895166455,0.1474267,0.0640533,49.7639633
63,35,30,3.1738682965928433,1.5457293206592126,1.5452368018861407,4.121475574414141,0.1404972,0.056691,48.5243952
63,36,31,3.1891124330647784,1.5225482820210772,1.5220393224006301,4.010846809349928,0.1727185,0.0569476,50.7087834
63,37,32,3.1859557713473166,1.4794937473250798,1.47899969359068,3.862056451905943,0.1528534,0.0550952,53.477559
63,38,33,3.180289603286866,1.4335999910004489,1.433093279782696,3.706895181051223,0.1601078,0.071678,59.6195619
63,39,34,3.188673532103934,1.4009146037139288,1.4004069809459594,3.5621019768197186,0.1832221,0.0590751,54.4175719
