tol = 1e-8,,,Gap,,,,,Runtime,,,,,
n,s,t,DDGFact,DDGFactplus,Upsilon_BFGS,Upsilon_Prox,Spectral,DDGFact,DDGFactplus,Upsilon_BFGS,Upsilon_Prox,Local Search,Spectral
63,2,1,0.285520354,0.216724234,0.093726039,0.09204814,1.454679685,7.778507,0.4164464,11.0195898,5.3518395,1.3727122,0.0182553
63,3,2,0.506849192,0.377696304,0.212798786,0.212838641,2.628504284,0.3218706,0.2324354,23.4991675,6.1378502,0.128029,0.000148
63,4,3,0.565020057,0.407400961,0.226617235,0.226648332,3.765417299,0.0347052,0.0224482,16.5350439,5.6360462,0.1487175,0.000146
63,5,4,0.613818122,0.44179147,0.252122834,0.252124506,4.312918242,0.0289198,0.0186116,19.3715108,6.0049066,0.1664288,0.0001477
63,6,5,0.660180752,0.471190262,0.285588506,0.285729865,4.807601545,0.0442106,0.023454,20.6291855,4.4063359,0.157333,0.0001493
