n,s,t,ddgfact_gap,ddgfact_plus_gap,ddgfact_plus_upsilon_gap,spec_gap,ddgfact_runtime,ddgfact_plus_runtime,ddgfact_plus_upsilon_runtime
63,16,1,1.1206868903692517,0.9444738700602788,0.9444502661677436,0.46973197449461035,8.4313372,0.6734372,4.4583853
63,17,2,1.7459276789899993,1.412066362982693,1.4119949667998344,0.8318888978614734,0.0413801,0.0247728,1.9242138
63,18,3,2.4184617655864304,1.9422475160125696,1.942135358770977,1.5292162699343035,0.0369421,0.0190225,1.9563048
63,19,4,3.045537926068664,2.397580697500217,2.3973761127211097,1.8182893762062102,0.0386413,0.0202997,2.0942212
63,20,5,3.584428006816946,2.7683132963231802,2.768053563788586,2.173530757301684,0.0604983,0.0231384,2.3481992
63,21,6,4.07852680826618,3.112789826720448,3.112456519676213,2.516927307487072,0.067586,0.0198996,2.3248568
63,22,7,4.45981383371167,3.3325050253179844,3.3320451209273676,2.6722662990232857,0.0402707,0.0206621,2.6443679
63,23,8,4.825601129776082,3.5509329615238627,3.5504165171598014,2.898348141489702,0.0450086,0.021456,2.6066728
63,24,9,5.0507251123462975,3.634340925551209,3.633771389408988,2.9787013837409777,0.0462943,0.0276616,3.4108992
63,25,10,5.317474645511425,3.779624736527797,3.778943599258188,3.084970241994636,0.1113819,0.0228714,2.4660294
63,26,11,5.548418604792429,3.8905356016064925,3.889812332777911,3.123290656840222,0.0661115,0.0192282,2.5660052
63,27,12,5.7718027223388795,3.9851663051558024,3.9844414253782947,3.181766073825834,0.045681,0.0463865,5.4487488
63,28,13,5.984307165749421,4.076252084773824,4.075485388383569,3.2102124534364016,0.1325701,0.0364085,9.2887924
63,29,14,6.092866263361188,4.071103583760877,4.070277395633099,3.155219913180485,0.1532947,0.0299917,5.1763668
63,30,15,6.2454946829594284,4.1052668815715805,4.1043765855335685,3.1759299128482397,0.1245676,0.0361559,11.1694394
63,31,16,6.394762508146215,4.147490261344267,4.146545595564074,3.178365335152897,0.1371386,0.0347831,6.0722704
63,32,17,6.5116530142024125,4.1562384589766665,4.155225446404142,3.137545374176913,0.0867869,0.0298647,4.3597822
63,33,18,6.610447470308927,4.152385251017119,4.151335898184669,3.053784099629649,0.1368066,0.0294387,5.9854567
63,34,19,6.733842095474209,4.175525159790496,4.174395134741449,3.0044846278461677,0.2175594,0.0316213,6.7739001
63,35,20,6.865498824143682,4.202206071971943,4.20111217004926,2.969637378438179,0.1793095,0.039178,14.8583716
63,36,21,7.03731794857007,4.273007143728201,4.2718353132845905,2.9702941731443886,0.250943,0.041652,18.5760751
63,37,22,7.113773662470479,4.250167747277779,4.249017845608506,2.8469222613599,0.158173,0.0339069,20.1439805
63,38,23,7.173532769492191,4.208376210601855,4.2071760713946205,2.7098992788834906,0.1542302,0.0385774,23.4342913
63,39,24,7.231178381739774,4.162370608957822,4.161125190156753,2.576322699621066,0.153022,0.0344487,19.4408905
63,40,25,7.273108257839851,4.099956539142603,4.09868066639828,2.4403305966099254,0.1562407,0.0434715,28.189161
63,41,26,7.322445469861371,4.046610078701356,4.045329102875897,2.324602237246431,0.1455664,0.040054,26.4325951
63,42,27,7.376748900893709,3.9997230192736097,3.998383102310065,2.2190450594748796,0.2354576,0.043553,35.2550836
63,43,28,7.416274122741399,3.9386773708811944,3.9372721501540724,2.1115936513692546,0.2140606,0.0423426,34.1053922
63,44,29,7.490345784719409,3.9128920989957408,3.911447429449453,2.0371103282597716,0.1681223,0.0416953,36.7587803
63,45,30,7.533220532556342,3.856569396118722,3.8550430111377096,1.9432383174207075,0.1595258,0.0384854,34.1849459
63,46,31,7.598561113663649,3.822194902073086,3.820609672847148,1.8511168475392523,0.1615128,0.0372261,42.5986702
63,47,32,7.6608405681701655,3.7838981761804433,3.7822910496911604,1.7399898399154097,0.1765645,0.0353008,24.1463379
63,48,33,7.705700249212519,3.7265121058780437,3.7248243044501024,1.613886739116566,0.1666341,0.0362688,31.2573517
63,49,34,7.761843865204511,3.678751582748788,3.676996119271678,1.5028600341866536,0.164994,0.0329562,27.3889911
63,50,35,7.865137854631556,3.6764299093917003,3.674637814057462,1.4475461196514061,0.1373062,0.0562541,36.004032
63,51,36,7.9635481546238935,3.669764024092487,3.6678826257801234,1.3746676701627791,0.1287711,0.0358422,30.2809615
63,52,37,8.018190158473573,3.6199072650898216,3.6179246669343854,1.259301817156313,0.1176419,0.0299804,7.3743175
63,53,38,8.073300470946123,3.5691132472778264,3.5670472717924895,1.1246103539401702,0.1112345,0.0256237,2.5819208
63,54,39,8.098155606014188,3.4720433145167107,3.4699365558062283,0.9878140397423749,0.0724318,0.0258389,2.7314263
63,55,40,8.119931915084564,3.3754615981360416,3.3733180255807014,0.8718265808473262,0.0720486,0.0417139,2.9273284
63,56,41,8.146444646505117,3.285869254610816,3.283624727589043,0.7787389851872035,0.1328194,0.0277148,2.7293181
63,57,42,8.1577462532113,3.179456437487403,3.177188116099501,0.6732779067253603,0.121826,0.0324685,3.2839667
63,58,43,8.142000627858238,3.0433380229555667,3.0409443472411226,0.554047916685775,0.0973318,0.0314582,4.5315849
63,59,44,8.125969816980458,2.9088371968294666,2.906337522012265,0.42723536028231024,0.0919289,0.026674,4.432055
63,60,45,8.144286632564018,2.8121487832898424,2.809594231083068,0.3081781359999525,0.0654283,0.0189687,2.2766174
63,61,46,8.141374648020516,2.6711222112815136,2.6685482711534263,0.19629599066711023,0.0481633,0.0188559,2.3685362
