n,s,t,cont_fi_obj,cont_fp_obj,cont_bi_obj,greedy_fi_obj,greedy_fp_obj,greedy_bi_obj,reversegreedy_fi_obj,reversegreedy_fp_obj,reversegreedy_bi_obj,simplex_fi_obj,simplex_fp_obj,simplex_bi_obj,best_ls_obj
90,20,1,8.15806698103072,8.15806698103072,8.15806698103072,8.15806698103072,8.15806698103072,8.15806698103072,8.15806698103072,8.15806698103072,8.15806698103072,8.15806698103072,8.15806698103072,8.15806698103072,8.15806698103072
90,20,2,14.990959347295236,14.990959347295236,14.990959347295234,15.310190868414402,15.310190868414402,15.310190868414402,14.990959347295238,14.990959347295238,14.990959347295238,15.310190868414402,15.310190868414402,15.310190868414402,15.310190868414402
90,20,3,21.954029828873544,21.954029828873544,21.954029828873544,22.012006474766768,22.012006474766768,22.012006474766768,21.954029828873544,21.954029828873544,21.954029828873544,22.012006474766768,22.012006474766768,22.012006474766768,22.012006474766768
90,20,4,28.372986857292886,28.372986857292883,28.372986857292886,28.372986857292886,28.372986857292886,28.372986857292886,28.372986857292883,28.372986857292883,28.372986857292883,28.372986857292883,28.372986857292883,28.372986857292883,28.372986857292886
90,20,5,34.38227280099157,34.38227280099157,34.38227280099157,34.38227280099157,34.38227280099157,34.38227280099157,34.38227280099157,34.38227280099157,34.38227280099157,34.38227280099157,34.38227280099158,34.38227280099157,34.38227280099158
90,20,6,40.22897710537116,40.22897710537116,40.11376185991841,40.22897710537116,40.22897710537116,40.22897710537116,40.22897710537116,40.22897710537116,40.22897710537116,40.144633719246315,40.228977105371165,40.22897710537116,40.228977105371165
90,20,7,45.90204184202675,45.90204184202675,45.90204184202675,45.90204184202675,45.90204184202675,45.90204184202675,45.884204709113746,45.884204709113746,45.884204709113746,45.90204184202675,45.902041842026755,45.884204709113746,45.902041842026755
90,20,8,51.241161917205886,51.241161917205886,51.241161917205886,51.241161917205886,51.241161917205886,51.241161917205886,51.00640436753558,51.00640436753558,51.00640436753558,51.36099397710013,51.443581006431195,51.36099397710013,51.443581006431195
90,20,9,56.54264769143413,56.54264769143413,56.54264769143413,56.54264769143413,56.54264769143413,56.54264769143413,56.42435388658535,56.42435388658535,56.42435388658535,56.689252989484295,56.7706625712035,56.68925298948429,56.7706625712035
90,20,10,61.95314022003146,61.95314022003146,61.95314022003145,61.95314022003146,61.95314022003146,61.95314022003146,61.685083141300105,61.685083141300105,61.685083141300105,61.95314022003146,61.95314022003146,61.95314022003146,61.95314022003146
90,20,11,67.18313741307043,67.18313741307044,67.18313741307045,67.18313741307045,67.18313741307045,67.18313741307045,66.88581334855418,66.88581334855418,66.88581334855418,67.18313741307044,67.18313741307044,67.18313741307044,67.18313741307045
90,20,12,72.3370739847195,72.33707398471948,72.33707398471948,72.33707398471948,72.33707398471948,72.33707398471948,72.39010540309808,72.39010540309809,72.39010540309808,72.33707398471948,72.33707398471948,72.33707398471948,72.39010540309809
90,20,13,77.41186399883928,77.41186399883928,77.41186399883928,77.4118639988393,77.4118639988393,77.4118639988393,77.29038862483607,77.29038862483608,77.29038862483608,77.41535169831158,77.41186399883928,77.41186399883928,77.41535169831158
90,20,14,82.33856373703219,82.33856373703219,82.33856373703219,82.44709234081027,82.44709234081027,82.44709234081027,82.08915007013616,82.08915007013616,82.08915007013616,82.46359997289804,82.46359997289804,82.46359997289804,82.46359997289804
90,20,15,87.36710542910414,87.3565279713477,87.36710542910414,87.4363842935689,87.4363842935689,87.4363842935689,87.15260380935041,87.15260380935041,87.13791466293901,87.49630960256194,87.49630960256194,87.49630960256194,87.49630960256194
90,20,16,92.36906659631826,92.41557175706569,92.41557175706569,92.4553528440065,92.4553528440065,92.36926038658576,92.14273176497643,92.14273176497643,92.31226752038248,92.47900571378071,92.4790057137807,92.47900571378071,92.47900571378071
90,20,17,97.3391240347443,97.3391240347443,97.33912403474429,97.37579063208587,97.37579063208587,97.37579063208587,97.24344540834566,97.24344540834566,97.24873728360022,97.33912403474429,97.33912403474432,97.33912403474429,97.37579063208587
90,20,18,102.10263322776245,102.10263322776247,102.10263322776245,102.10263322776245,102.10263322776245,102.10263322776245,102.10263322776247,102.10263322776245,102.10263322776247,102.10263322776247,102.10263322776248,102.10263322776247,102.10263322776248
90,20,19,106.77641737787074,106.77641737787074,106.77641737787074,106.80817383226459,106.80817383226459,106.80817383226459,106.77641737787073,106.77641737787074,106.77641737787073,106.80817383226459,106.80817383226459,106.77641737787071,106.80817383226459
90,20,20,111.43877582089935,111.43877582089937,111.43833196931828,111.48196462116255,111.48196462116255,111.48196462116255,111.43877582089935,111.43877582089935,111.43877582089935,111.48196462116255,111.48196462116255,111.48196462116256,111.48196462116256
