n,s,t,ddgfact_gap,ddgfact_plus_gap,spectral_gap,custom_bfgs_gap,ppa_one_gap,pf_lmo_lmo_gap,pf_lmo_po_gap,pf_po_lmo_gap,pf_lmo_lmo_dual_gap,pf_lmo_lmo_duality_gap,pf_lmo_lmo_dual_runtime,pf_lmo_po_dual_gap,pf_lmo_po_duality_gap,pf_lmo_po_dual_runtime,pf_po_lmo_dual_gap,pf_po_lmo_duality_gap,pf_po_lmo_dual_runtime,ddgfact_runtime,ddgfact_plus_runtime,spectral_runtime,custom_bfgs_runtime,ppa_one_runtime,pf_lmo_lmo_runtime,pf_lmo_po_runtime,pf_po_lmo_runtime,local_search_runtime
63,5,1,0.6053853751783853,0.4826863141445477,0.9403161693975799,0.2892771897798901,0.2880913470616497,0.3088342227823352,0.31873711278750105,0.2984992822721093,0.3088344035831606,1.8080082542226705e-7,0.0001217,0.318737121975066,9.187564931067982e-9,9.9e-5,0.2984998829119466,6.006398373115118e-7,0.0001028,0.5055487,0.5156098,0.0180774,8.482968,3.375801,3.0854956,1.3997758,0.7088877,0.541816
63,6,2,1.055435940320724,0.8420441737806459,1.9113962520089196,0.5500832575193786,0.5499596617120748,0.569115801798725,0.5653974069992911,0.5565314012963585,0.5691158173499127,1.5551187670936883e-8,0.0001015,0.565397414809413,7.810121882556587e-9,0.0001875,0.5565314121647815,1.0868423050425235e-8,8.39e-5,0.2809911,0.1920796,0.0001282,8.4757971,5.6045181,1.05087,1.5639379,1.242405,0.1548071
63,7,3,1.3897385554489894,1.0730735748974265,2.9603707801155235,0.6835451731709901,0.6835908577743623,0.6953567825594034,0.7012531033662919,0.6911037133569455,0.6953567958797326,1.3320329284027821e-8,9.56e-5,0.7012531249621805,2.1595888632930382e-8,0.0001014,0.6911037177698716,4.412926024599528e-9,8.96e-5,0.0211003,0.0149422,0.0001329,12.9597636,5.7110952,1.0229184,1.471499,1.0035099,0.156823
63,8,4,1.6131225078160911,1.214742932715657,3.464832059034504,0.7807468049008017,0.7801580936812398,0.8059551518347421,0.8033944141942415,0.7901890607107163,0.8059551544933239,2.6585817991531258e-9,0.0001349,0.8033944257242132,1.1529971644108628e-8,0.0001095,0.7901890663788276,5.668111313639201e-9,9.26e-5,0.0138144,0.0127415,0.0001473,10.7768187,6.0639344,1.2949307,1.7069346,1.1212234,0.1705794
63,9,5,1.7400862606022889,1.27770734576315,3.9305471100226796,0.8399292873187028,0.8393605021459711,0.8616509613883503,0.858119606448092,0.8536553421689463,0.8616509739695273,1.258117698910155e-8,0.0001042,0.8581196141465863,7.698494286501045e-9,0.0001026,0.8536553590495535,1.6880607134339698e-8,0.0001054,0.0274793,0.0211995,0.0001312,11.2527574,5.8360416,1.2129268,1.4590189,1.1700031,0.168489
