n,s,t,ddgfact_gap,ddgfact_plus_gap,ddgfact_plus_upsilon_bfgs_gap,ddgfact_plus_upsilon_levenberg_gap,ddgfact_plus_upsilon_regbfgs_gap,spec_gap,ddgfact_runtime,ddgfact_plus_runtime,ddgfact_plus_upsilon_bfgs_runtime,ddgfact_plus_upsilon_levenberg_runtime,ddgfact_plus_upsilon_regbfgs_runtime,local_search_runtime,spectral_runtime,vf_ddgfact_runtime,vf_ddgfact_plus_runtime,vf_ddgfact_plus_upsilon_bfgs_runtime,vf_ddgfact_plus_upsilon_levenberg_runtime,vf_ddgfact_plus_upsilon_regbfgs_runtime,n_fixed_ddgfact_dual,n_fixed_ddgfact_plus_dual,n_fixed_ddgfact_plus_primal,n_fixed_ddgfact_plus_union,n_fixed_ddgfact_plus_upsilon_bfgs_dual,n_fixed_ddgfact_plus_upsilon_bfgs_primal,n_fixed_ddgfact_plus_upsilon_bfgs_union,n_fixed_ddgfact_plus_upsilon_levenberg_dual,n_fixed_ddgfact_plus_upsilon_levenberg_primal,n_fixed_ddgfact_plus_upsilon_levenberg_union,n_fixed_ddgfact_plus_upsilon_regbfgs_dual,n_fixed_ddgfact_plus_upsilon_regbfgs_primal,n_fixed_ddgfact_plus_upsilon_regbfgs_union,z_ls,z_ddgfact,z_ddgfact_plus,z_ddgfact_plus_upsilon_bfgs,z_ddgfact_plus_upsilon_levenberg,z_ddgfact_plus_upsilon_regbfgs,z_spec,psi_ddgfact_plus,psi_upsilon_bfgs,lambda_min_upsilon_bfgs,feasibility_slack_upsilon_bfgs,psi_upsilon_levenberg,lambda_min_upsilon_levenberg,feasibility_slack_upsilon_levenberg,psi_upsilon_regbfgs,lambda_min_upsilon_regbfgs,feasibility_slack_upsilon_regbfgs,gamma_min_upsilon_bfgs,gamma_max_upsilon_bfgs,theta_norm_upsilon_bfgs,theta_norm_inf_upsilon_bfgs,gamma_min_upsilon_levenberg,gamma_max_upsilon_levenberg,theta_norm_upsilon_levenberg,theta_norm_inf_upsilon_levenberg,gamma_min_upsilon_regbfgs,gamma_max_upsilon_regbfgs,theta_norm_upsilon_regbfgs,theta_norm_inf_upsilon_regbfgs,levenberg_num_evals,levenberg_cache_size,levenberg_final_lambda,levenberg_final_B_norm,regbfgs_num_evals,regbfgs_cache_size,regbfgs_final_mu,regbfgs_final_H_norm,regbfgs_final_H_min_eig,regbfgs_final_H_max_eig,regbfgs_final_B_norm,regbfgs_final_B_min_eig,regbfgs_final_B_max_eig
63,12,11,0.8841736466043955,0.5814876034725955,0.4092037450417152,0.40869693262289175,0.4107445716262781,6.374281108499233,0.0472476,0.0263622,35.1495608,29.2653088,13.586685,0.3104787,0.0002741,0.001296,0.0022397,0.6500254,0.6991429,0.6863356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.98567567979847,-19.101502033194073,-19.404188076325873,-19.576471934756754,-19.576978747175577,-19.57493110817219,-13.611394571299236,0.031745640422217065,0.0441403919005356,0.0441404919005356,1.0000000000287557e-7,0.04414841696856885,0.044148516968568856,1.0000000000287557e-7,0.043404139411214855,0.04340423941121486,1.0000000000287557e-7,0.8076799766919455,1.5811995636818597,1.1447859520682209,0.4581837764992091,0.7924941890461512,1.4642735122032624,1.124600951399395,0.38135922336490385,0.8058212645752553,1.5938015450464924,1.1920749818737755,0.4661220713915644,433.0,433.0,1.0e-10,42304.40728161133,215.0,215.0,5.0e-10,1.6876531478608208,5.176749838993201e-5,1.6876531478608208,19317.139732494,0.5925388166541923,19317.13973249399
63,13,12,0.9245449877345244,0.6036876655989225,0.43367464045305226,0.4336359762188913,0.4340183367629642,6.496470071702937,0.0438269,0.0549431,37.2625651,34.4411963,16.3871108,0.4175153,0.0002833,0.0032734,0.002377,0.7555083,0.7073174,0.7474485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.093189730933478,-21.168644743198954,-21.489502065334555,-21.659515090480426,-21.659553754714587,-21.659171394170514,-15.59671965923054,0.031745640422217065,0.04357464433209959,0.04357474433209959,1.0000000000287557e-7,0.042977190108321205,0.04297729010832121,1.0000000000287557e-7,0.04268526091975343,0.04268536091975343,1.0000000000287557e-7,0.833781457666127,1.416208421501716,1.0293372433182508,0.3479831747661656,0.8288946112472431,1.4122908381660109,1.0518839780763563,0.34521309389914995,0.856237415377635,1.4371932774261162,1.0736204493717763,0.3626920986969661,482.0,482.0,1.0e-10,102740.47009462,260.0,260.0,1.0e-10,1.1666015625010442,5.378561255982835e-5,1.1666015625010442,18592.332640771667,0.8571906913440678,18592.33264077166
63,14,13,0.9414415702963765,0.6068605009634886,0.43723451532904534,0.4368659345835617,0.43689682911410443,6.544040821912834,0.0464095,0.029185,33.3508194,32.5864417,15.7775871,0.5214835,0.0001942,0.0013652,0.0036734,0.6735735,0.6367264,0.7039725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.202925490966894,-23.261483920670518,-23.596064990003406,-23.76569097563785,-23.766059556383333,-23.76602866185279,-17.65888466905406,0.031745640422217065,0.04253731800467963,0.04253741800467963,1.0000000000287557e-7,0.04275925538816496,0.042759355388164964,1.0000000000287557e-7,0.042320949509592976,0.04232104950959298,1.0000000000287557e-7,0.8554208420805416,1.4559963971459373,1.028237477071591,0.37569047528375227,0.8894751101068178,1.4695591804069368,0.9906685493795163,0.38496247854427146,0.8561671705219713,1.3873013777896708,1.0734125165011779,0.3273604052487702,469.0,469.0,1.0e-10,19679.73864131419,234.0,234.0,1.0e-10,1.1951237753566473,8.725946132188465e-5,1.1951237753566473,11460.075329953826,0.8367334166555835,11460.075329953837
63,15,14,0.9601175955162375,0.608756115155245,0.4407551928553275,0.4406328853681778,0.4423004666170698,6.583517300447877,0.0476283,0.0550689,29.572948,34.0622218,12.7558017,0.4680559,0.0002048,0.0019016,0.0082457,0.6859577,0.7272306,0.6163763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.330665896188428,-25.37054830067219,-25.721909781033183,-25.8899107033331,-25.89003301082025,-25.88836542957136,-19.74714859574055,0.031745640422217065,0.042577979293994116,0.04257807929399412,1.0000000000287557e-7,0.04240092042987965,0.04240102042987965,1.0000000000287557e-7,0.04202132888720752,0.04202142888720752,1.0000000000287557e-7,0.8604301861926388,1.4370626500141457,0.9564388982172526,0.3626012039295145,0.7742208475690777,1.3764047839331883,0.9896898167037198,0.31947487062040547,0.785841967063434,1.43175490717074,1.1043155561333506,0.35890089967952343,478.0,478.0,1.0e-10,84180.61438513934,194.0,194.0,1.0e-10,1.717054982608013,0.00010385813827900372,1.717054982608013,9628.518444203148,0.5823925325381294,9628.51844420316
63,16,15,0.9656428999157534,0.6015074547855228,0.4355460888785849,0.435399047599212,0.4417008152143431,6.630135065484641,0.0415855,0.0263449,28.5750811,30.3153357,12.0226152,0.5065049,0.0005543,0.0013241,0.0022999,0.6948919,0.8026033,0.7198985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.471424607596628,-27.505781707680875,-27.869917152811105,-28.035878518718043,-28.036025559997416,-28.029723792382285,-21.841289542111987,0.031745640422217065,0.04198198965612588,0.04198208965612588,1.0000000000287557e-7,0.0419030128497593,0.041903112849759304,1.0000000000287557e-7,0.041850871436014056,0.04185097143601406,1.0000000000287557e-7,0.7458126312383372,1.491503210271839,1.051691039719874,0.39978447734838474,0.8513173141852783,1.3840911072972752,0.942989506024794,0.32504368400086575,0.795282260075123,1.4599395059584135,1.0380007928233246,0.37839500058676245,448.0,448.0,1.0e-10,16265.980833578717,194.0,194.0,1.0000000000000002e-10,2.2851980926246833,0.00012548656044917937,2.2851980926246833,7968.980872696539,0.43759882480162665,7968.980872696531
63,17,16,0.9800077713106674,0.607230556847739,0.443621073761296,0.44359379391025655,0.4442603717297793,6.644569677975554,0.0819949,0.0245354,25.8649049,26.7267652,12.7162823,0.6467208,0.0003709,0.0019492,0.0074202,0.716923,0.7379668,0.7769239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.63714845368507,-29.657140682374404,-30.029917896837333,-30.193527379923776,-30.193554659774815,-30.192888081955292,-23.992578775709518,0.031745640422217065,0.04162421358816146,0.04162431358816146,1.0000000000287557e-7,0.041806686538491296,0.0418067865384913,1.0000000000287557e-7,0.041498133895750654,0.04149823389575066,1.0000000000287557e-7,0.8901682028931518,1.3697094570060622,0.913877285900744,0.31459864217085626,0.8647899296338968,1.3567451113300861,0.8710220607829401,0.3050885307340166,0.8546858489914556,1.4368421503785678,0.9773514566612929,0.36244775442347626,433.0,433.0,1.0e-10,13039.218714463255,195.0,195.0,1.0e-10,1.162030388292825,0.00010166852617942835,1.162030388292825,9835.885672574344,0.860562692644319,9835.885672574354
63,18,17,0.975694351307709,0.5902173312865884,0.433162425914837,0.43309481731903077,0.4331395506120259,6.612905494120774,0.0437041,0.0247067,26.4982105,25.9685069,12.6550307,0.8565933,0.0002096,0.0013512,0.0056391,0.7012402,0.611301,0.6121609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.80326230253852,-31.82756795123081,-32.21304497125193,-32.370099876623684,-32.37016748521949,-32.370122751926495,-26.190356808417746,0.031745640422217065,0.04113193796503377,0.04113203796503377,1.0000000000287557e-7,0.04153395397191398,0.04153405397191398,1.0000000000287557e-7,0.04119632684370437,0.04119642684370437,1.0000000000287557e-7,0.8608982169924083,1.380690468247484,0.8697520279213768,0.3225837133509078,0.8164710592799241,1.361565598349413,0.823234265301777,0.3086352129107215,0.8754148012233981,1.3965394125450936,0.8902485378052094,0.3339973283787094,424.0,424.0,1.0e-10,23263.45423936792,211.0,211.0,1.0e-10,1.3851134768182085,9.669638264789966e-5,1.3851134768182085,10341.648494145726,0.7219625081972509,10341.648494145724
63,19,18,0.9861698263127039,0.5862925160971884,0.43545955982949636,0.43557500272575567,0.4368399219879322,6.5528731189266765,0.048086,0.0243786,30.5693259,23.1361824,10.0665638,0.8534848,0.0002322,0.0013232,0.0023793,0.6886548,0.735505,0.7438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.00485575496859,-34.018685928655884,-34.4185632388714,-34.56939619513909,-34.56928075224283,-34.568015832980656,-28.45198263604191,0.031745640422217065,0.040931824122533704,0.04093192412253371,1.0000000000287557e-7,0.04097058879610923,0.04097068879610923,1.0000000000287557e-7,0.040905825760215,0.040905925760215005,1.0000000000287557e-7,0.8568305853834277,1.3803271613389625,0.8174918995922292,0.3223205445056783,0.8445576003366215,1.3496183592169773,0.7788611596357058,0.2998218556077306,0.8733525061940156,1.3651912492244385,0.8548114222939067,0.3112945281444617,391.0,391.0,1.0e-10,11662.159350091722,177.0,177.0,1.0e-10,1.0889048543471458,0.00011333572643500365,1.0889048543471458,8823.34310155478,0.9183538817913166,8823.343101554776
63,20,19,0.9827723999388311,0.5697100679295346,0.4262826101211985,0.4262876190581011,0.42851577904330185,6.483300310514828,0.0410799,0.0229774,25.4473669,22.2054047,9.2229148,1.021029,0.0002067,0.0013726,0.0023847,0.761313,0.6441152,0.7329502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.215905021340895,-36.23313262140206,-36.64619495341136,-36.789622411219696,-36.78961740228279,-36.78738924229759,-30.732604710826067,0.031745640422217065,0.040438777966830805,0.04043887796683081,1.0000000000287557e-7,0.040403021937130766,0.04040312193713077,1.0000000000287557e-7,0.04004018295285473,0.040040282952854736,1.0000000000287557e-7,0.8972882074331102,1.3223069090122126,0.7386997765895698,0.2793778695629912,0.8960513178271414,1.307539323031324,0.7588494952515265,0.26814699148085386,0.8773563573972275,1.3999013434787326,0.8663351817960933,0.3364017651943979,394.0,394.0,1.0e-10,21352.993798977004,190.0,190.0,1.0e-10,1.2344726179122776,0.0002646270014528268,1.2344726179122776,3778.903870390704,0.8100625201130329,3778.9038703907036
63,21,20,0.9631346330929844,0.5399223215886764,0.4043486638752114,0.40486497329157345,0.40867057962275055,6.406020805666984,0.0354517,0.0502264,28.2579682,20.5648595,9.4346989,0.9735355,0.0002293,0.0013743,0.002396,0.741197,0.7668383,0.6795305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.43798276743672,-38.47484813434374,-38.898060445848046,-39.03363410356151,-39.03311779414515,-39.02931218781397,-33.03196196176974,0.031745640422217065,0.040036367521056146,0.04003646752105615,1.0000000000287557e-7,0.04012153883371472,0.04012163883371472,1.0000000000287557e-7,0.039846249254962704,0.03984634925496271,1.0000000000287557e-7,0.8271161507924101,1.3175644311415153,0.7791735463160012,0.275784904329846,0.8921990394922488,1.2999197116622774,0.6930586086117512,0.262302502300461,0.88114221594617,1.3013249229793582,0.785335222180045,0.2633829169873833,391.0,391.0,1.0e-10,7755.353380496068,197.0,197.0,1.0e-10,1.1042670490584905,0.00043019976016818917,1.1042670490584905,2324.5015283341877,0.9055780490255356,2324.501528334188
63,22,21,0.9726168943856734,0.5402521687835389,0.4095304359444327,0.4097202894406635,0.4131521432000014,6.346715996329415,0.0353448,0.0204455,29.4759605,21.5693351,8.9326568,0.9794456,0.0002001,0.001912,0.0128088,0.623448,0.6479336,0.580686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.711889640364376,-40.7392727459787,-41.17163747158084,-41.30235920441994,-41.30216935092371,-41.298737497164375,-35.36517364403496,0.031745640422217065,0.03930682311282778,0.03930692311282778,1.0000000000287557e-7,0.03976168019117851,0.039761780191178514,1.0000000000287557e-7,0.03948661481517436,0.039486714815174365,1.0000000000287557e-7,0.8656107989212773,1.339660622247409,0.7954299979756899,0.29241631490577674,0.8806297132551264,1.3020427568531645,0.6956619624539163,0.263934382612127,0.8166427166886144,1.3008646084516957,0.7918317426732271,0.26302912682190616,411.0,411.0,1.0e-10,12490.866625921726,189.0,189.0,1.0e-10,1.0658082932534327,0.00036258299906903016,1.0658082932534327,2757.9892123115765,0.9382550372552173,2757.989212311577
63,23,22,0.9733959910844021,0.5269012227869609,0.4033417441636473,0.40307985715311645,0.40414018074268654,6.2427057722287955,0.0386014,0.0221623,22.2825433,19.4496977,8.3730378,1.1629794,0.0002208,0.0013652,0.0024362,0.8262139,0.6969634,0.6576549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.99582206744584,-43.02242607636144,-43.46892084465888,-43.592480323282196,-43.59274221029273,-43.59168188670316,-37.75311629521705,0.031745640422217065,0.0392924875438196,0.039292587543819604,1.0000000000287557e-7,0.03920736467257337,0.03920746467257337,1.0000000000287557e-7,0.03942454892123326,0.03942464892123326,1.0000000000287557e-7,0.8731847328009079,1.3149283712922366,0.68181749492058,0.273782193645956,0.8930458433686138,1.2613527956874337,0.6282982625970477,0.2321847923872331,0.8365073842498004,1.3014309010633525,0.7190425237782933,0.2634643522746076,398.0,398.0,1.0e-10,15386.010939869075,173.0,173.0,1.0e-10,1.1934805875807246,0.00038855826880369583,1.1934805875807246,2573.6165725639767,0.8378854338198558,2573.6165725639794
63,24,23,0.9940698884048373,0.5352074171101009,0.41410667160008785,0.4140360421498599,0.41471182786885663,6.1526558896444214,0.0350773,0.022713,18.6196008,20.5473199,7.4672595,1.392395,0.0004566,0.0012865,0.0022915,0.7384052,0.7497189,0.6762321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.31679139959574,-45.322721511190906,-45.78158398248564,-45.902684727995656,-45.90275535744588,-45.90207957172689,-40.16413550995132,0.031745640422217065,0.03916020783351397,0.03916030783351397,1.0000000000287557e-7,0.03913462422003934,0.039134724220039344,1.0000000000287557e-7,0.039233432711623384,0.03923353271162339,1.0000000000287557e-7,0.8270393194654475,1.2684922540561439,0.7070994727722903,0.23782899365790425,0.8672834884902391,1.2654615053408782,0.6730137894088107,0.23543688200295537,0.8520772316251225,1.3371047047371372,0.7248715018146773,0.2905066082450643,402.0,402.0,1.0e-10,18616.219026369214,173.0,173.0,1.0e-10,1.1440316285637742,0.0004788950487684928,1.1440316285637742,2088.140193914118,0.8741017074335647,2088.140193914119
63,25,24,1.0140272758005366,0.5415047208367909,0.42447781777757854,0.42419743766937756,0.4253460698971381,6.055567482854038,0.0390047,0.0212998,18.716521,20.1975967,8.190396,1.5328063,0.0002107,0.0018413,0.0050775,0.7064499,0.6503891,0.6804714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.65242984317309,-47.63840256737255,-48.1109251223363,-48.22795202539551,-48.22823240550371,-48.22708377327595,-42.59686236031905,0.031745640422217065,0.03872067524295886,0.03872077524295886,1.0000000000287557e-7,0.03866804581016388,0.03866814581016388,1.0000000000287557e-7,0.038674560373020944,0.03867466037302095,1.0000000000287557e-7,0.8305240799747267,1.3093380334695086,0.7316470292124281,0.26952169153470484,0.8674341480002509,1.2958679881443684,0.6572272801558798,0.2591807317421832,0.9204232489725246,1.3151280911541958,0.6678801608866015,0.27393406860772573,419.0,419.0,1.0e-10,55558.08581064624,189.0,189.0,1.0e-10,1.1902691603307858,0.0009723355135631169,1.1902691603307858,1028.4515849219677,0.8401461057791875,1028.4515849219674
63,26,25,1.0148419271964642,0.5313266285144351,0.4198921056486853,0.4201552161293094,0.4215777369159994,5.948405589329653,0.0337472,0.0518482,19.4254881,16.7810875,7.4139151,1.6396916,0.0002605,0.0012553,0.0023138,0.676643,0.6299057,0.6727855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.991143702479256,-49.97630177528279,-50.45981707396482,-50.57125159683057,-50.57098848634995,-50.56956596556326,-45.0427381131496,0.031745640422217065,0.03833865694004049,0.03833875694004049,1.0000000000287557e-7,0.03832702883021716,0.03832712883021716,1.0000000000287557e-7,0.03828872963427285,0.03828882963427285,1.0000000000287557e-7,0.8122415011096854,1.2774238097144264,0.5991398472651602,0.24484540117191522,0.8887167131871627,1.2762798056672549,0.6228432665458056,0.24394944432178664,0.9212511255020599,1.269253058096961,0.6008789572120016,0.23842858421568533,345.0,345.0,1.0e-10,2477.044576756596,162.0,162.0,1.0e-10,1.0768323567470397,0.0015924302125537452,1.0768323567470397,627.9710043909321,0.9286496580704329,627.971004390932
63,27,26,1.0071505227312088,0.5140124388671552,0.40710185532746124,0.40621712062194604,0.4089411574625288,5.837697901154193,0.0375843,0.0218697,18.8445688,18.0807779,9.128931,1.7915125,0.0002792,0.0011441,0.0019463,0.616686,0.6470022,0.6225221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.33822640053039,-52.33107587779918,-52.82421396166323,-52.93112454520293,-52.93200927990844,-52.92928524306786,-47.500528499376195,0.031745640422217065,0.038397871104288994,0.038397971104289,1.0000000000287557e-7,0.038110009627963765,0.03811010962796377,1.0000000000287557e-7,0.038004855416269606,0.03800495541626961,1.0000000000287557e-7,0.8196522181689914,1.2337483481989162,0.6558154923642827,0.21005697291879474,0.8894339166387105,1.2979087584782225,0.5901260683892396,0.26075432188067293,0.8392292133703306,1.3473659144481194,0.590154433057326,0.29815151194680944,365.0,365.0,1.0e-10,3659.0864635227267,194.0,194.0,1.0e-10,1.1737854658497375,0.0017180295577333303,1.1737854658497375,582.062162725053,0.8519444387213402,582.0621627250528
63,28,27,1.0149466610611952,0.5119089522751779,0.40815082768378375,0.40768044802142356,0.4093496648308772,5.741457391628757,0.0363989,0.0232199,16.1331048,15.3892883,8.5645602,2.1855652,0.0002901,0.0019312,0.0050266,0.7138485,0.7255654,0.7071693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.71770436231636,-54.702757701255166,-55.20579541004118,-55.30955353463258,-55.31002391429494,-55.308354697485484,-49.976246970687605,0.031745640422217065,0.03836812951986186,0.038368229519861866,1.0000000000287557e-7,0.03788158473567442,0.03788168473567442,1.0000000000287557e-7,0.03789603706651842,0.037896137066518426,1.0000000000287557e-7,0.7793474305328736,1.2423655751277356,0.6195399027076737,0.24929833698858236,0.9082383641809891,1.2366812178055056,0.5450818749794414,0.21243135430155666,0.8704147756358177,1.2704552277923857,0.6035099056145095,0.23937528332431124,320.0,320.0,1.0e-10,4084.0710883735223,183.0,183.0,1.0e-10,1.091574762428568,0.002115082853835407,1.091574762428568,472.79471732581464,0.9161076586875394,472.79471732581464
63,29,28,1.0193313513756408,0.5044973171166731,0.4013251203632251,0.4013561521708837,0.40480081232354337,5.648956812177737,0.0372871,0.0549612,20.4777798,18.9460048,9.2795449,2.3785069,0.0002348,0.0013685,0.002342,0.5781186,0.6730679,0.6784852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.11061062645972,-57.09127927508408,-57.606113309343044,-57.70928550609649,-57.709254474288834,-57.705809814136174,-52.46165381428198,0.031745640422217065,0.037804886872316534,0.03780498687231654,1.0000000000287557e-7,0.037756480683371355,0.03775658068337136,1.0000000000287557e-7,0.03775183124076889,0.03775193124076889,1.0000000000287557e-7,0.808506858887161,1.2892675979227088,0.5936314867046947,0.25407430359221717,0.9108554296052829,1.231074084991056,0.5656770292734504,0.2078870281623696,0.8472417035401772,1.271588526682027,0.626307145840743,0.24026692727239857,347.0,347.0,1.0e-10,6700.296692588824,185.0,185.0,1.0e-10,1.0768361780993172,0.0020051449148720327,1.0768361780993172,498.7170715606948,0.9286463625854199,498.7170715606951
63,30,29,1.0201051850004745,0.49259715044270536,0.3878375665397229,0.3873067299584463,0.3882061522869691,5.543477801794964,0.0314797,0.0269672,24.4280874,24.1216329,9.6949723,2.5507009,0.0001993,0.0013304,0.0038656,0.697122,0.6442352,0.6205005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.51511182834446,-59.495006643343984,-60.02251467790175,-60.127274261804736,-60.12780509838601,-60.12690567605749,-54.971634026549495,0.031745640422217065,0.0379992916766375,0.0379993916766375,1.0000000000287557e-7,0.0378310512829107,0.0378311512829107,1.0000000000287557e-7,0.03801975616373833,0.03801985616373833,1.0000000000287557e-7,0.8349053690263252,1.233348869002942,0.5522225034975261,0.20973312739160582,0.9018045894298476,1.235494004522268,0.5118585964052099,0.2114708937615587,0.9154034667691627,1.3268016397052513,0.5999936519003172,0.2827712639245243,398.0,398.0,1.0e-10,33596.72914997927,167.0,167.0,1.0e-10,1.2996665585079024,0.0013644980235133766,1.2996665585079024,732.8702444178072,0.7694281224086393,732.8702444178075
63,31,30,1.0206984935291814,0.47992061098359784,0.37499604587829793,0.37370809289751605,0.37659168757634376,5.443264530944404,0.038307,0.0308424,21.4940567,21.1143142,12.2038432,2.8066952,0.00039,0.0022936,0.0049281,0.6902551,0.7121369,0.6694437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.93584558999208,-61.915147096462896,-62.45592497900848,-62.56084954411378,-62.56213749709456,-62.55925390241573,-57.49258105904767,0.031745640422217065,0.038073209354060764,0.038073309354060766,1.0000000000287557e-7,0.03794363264080548,0.037943732640805486,1.0000000000287557e-7,0.037936390695004665,0.03793649069500467,1.0000000000287557e-7,0.8553737718204222,1.2880255904119475,0.5904108025958933,0.2531104958170466,0.8817873260713702,1.3097376463077672,0.6095088303474839,0.2698268471622762,0.8682284147347246,1.2416527268767865,0.616891049888122,0.21644333642397992,329.0,329.0,1.0e-10,7424.660943344838,191.0,191.0,1.0e-10,11.654243016557729,0.0014531692453551908,11.654243016557729,688.1510898996687,0.08580565871278202,688.1510898996694
63,32,31,1.021433520209925,0.4679178219628142,0.3620609561799455,0.36238131169126575,0.3636875623652145,5.318331031065142,0.0486547,0.0582618,26.410479,21.6015696,13.6237723,2.6893093,0.0002,0.0014623,0.003857,0.6794422,0.698751,0.6982915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65.3751751900533,-64.35374166984337,-64.90725736809048,-65.01311423387335,-65.01279387836203,-65.01148762768808,-60.056844158988156,0.031745640422217065,0.03823376802156356,0.03823386802156356,1.0000000000287557e-7,0.037929965833498724,0.03793006583349873,1.0000000000287557e-7,0.03808031992219424,0.03808041992219424,1.0000000000287557e-7,0.9035235792694067,1.256871122273327,0.5226194953049771,0.2286253963273516,0.8724689231549657,1.2800285182530486,0.5702474630967762,0.24688235756852708,0.8478591228650885,1.3146646115453589,0.7077553548210674,0.2735815848449105,290.0,290.0,1.0e-10,2003.3355737309907,195.0,195.0,1.0e-10,1.177386346253808,0.001507225822071923,1.177386346253808,663.4705863950695,0.8493388793441066,663.4705863950694
63,33,32,1.0234813184476224,0.4591076183705667,0.35540257502405836,0.3550491507293003,0.3547056570822207,5.17612217287153,0.0401581,0.0313087,29.2399633,29.1035025,14.5257207,4.0565142,0.0002258,0.001889,0.0067428,0.6756599,0.651857,0.7107886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.83620127534316,-66.81271995689553,-67.37709365697259,-67.4807987003191,-67.48115212461386,-67.48149561826094,-62.66007910247163,0.031745640422217065,0.03858820670074234,0.03858830670074234,1.0000000000287557e-7,0.038498753581857864,0.03849885358185787,1.0000000000287557e-7,0.038447728535732195,0.0384478285357322,1.0000000000287557e-7,0.7957649514515321,1.2669169936179212,0.6044226416617077,0.2365863850791423,0.8709197812528053,1.2485354601328251,0.5988227369452132,0.22197123252324302,0.8851515024947532,1.2616158019438126,0.6089981532599075,0.2323932819083302,351.0,351.0,1.0e-10,3881.2968203313317,183.0,183.0,1.0e-10,4.266261632445403,0.00023105048447759693,4.266261632445403,4328.058442556256,0.23439725120659752,4328.058442556257
63,34,33,1.0277051143171576,0.45302587956287255,0.34987167892666093,0.34952303901120274,0.3505860962410736,5.033861262136085,0.0390262,0.0342877,31.9929611,34.055475,14.3207199,4.3282204,0.0002629,0.0018606,0.0076515,0.5970077,0.6327344,0.74301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.31899720800124,-69.29129209368408,-69.86597132843836,-69.96912552907457,-69.96947416899003,-69.96841111176016,-65.28513594586515,0.031745640422217065,0.03887144927858696,0.038871549278586964,1.0000000000287557e-7,0.0385119640942006,0.038512064094200604,1.0000000000287557e-7,0.03925560489706863,0.03925570489706863,1.0000000000287557e-7,0.8601275364003815,1.292172609935742,0.6002700052835558,0.2563249954583278,0.8928599213459587,1.247404908978586,0.5696242885817635,0.2210653204705767,0.8077041905780782,1.3047114522724022,0.715594170023824,0.2659819069565694,400.0,400.0,1.0e-10,20318.38733564218,181.0,181.0,1.0e-10,1.702599107517512,0.0013577662354044456,1.702599107517512,736.5038059751055,0.5873373217537967,736.5038059751048
