n,s,t,ddgfact_gap,ddgfact_plus_gap,ddgfact_plus_upsilon_bfgs_gap,ddgfact_plus_upsilon_one_step_gap,spec_gap,ddgfact_runtime,ddgfact_plus_runtime,ddgfact_plus_upsilon_bfgs_runtime,ddgfact_plus_upsilon_one_step_runtime,local_search_runtime,spectral_runtime,z_ls,z_ddgfact,z_ddgfact_plus,z_ddgfact_plus_upsilon_bfgs,z_ddgfact_plus_upsilon_one_step,z_spec,psi_ddgfact_plus,psi_upsilon_bfgs,lambda_min_upsilon_bfgs,feasibility_slack_upsilon_bfgs,psi_upsilon_one_step,lambda_min_upsilon_one_step,feasibility_slack_upsilon_one_step,gamma_min_upsilon_bfgs,gamma_max_upsilon_bfgs,theta_norm_upsilon_bfgs,theta_norm_inf_upsilon_bfgs,gamma_min_upsilon_one_step,gamma_max_upsilon_one_step,theta_norm_upsilon_one_step,theta_norm_inf_upsilon_one_step,one_step_cache_size,one_step_num_evals,one_step_subproblem_status,one_step_subproblem_primal_status,one_step_subproblem_acceptable_status,one_step_subproblem_residual_norm_inf,relax_knitro_opttol,relax_knitro_feastol,prox_knitro_opttol,prox_knitro_feastol,prox_knitro_xtol,prox_knitro_ftol
63,2,1,0.2855203538847346,0.21672423402435204,0.21668752759062682,0.09272771507667876,1.4546796845492647,0.4310273,0.442587,6.6364556,3.0590074,0.3898772,0.0155411,-1.0247114808285755,-0.7391911269438409,-0.8079872468042235,-0.8080239532379487,-0.9319837657518968,0.42996820372068917,0.031745640422217065,0.03174791319335038,0.03174801319335038,1.0000000000287557e-7,0.04965386484255707,0.049653964842557075,1.0000000000287557e-7,0.9998175213084853,1.0001994718559952,0.0008266377292668434,0.00019945196412976047,0.5939502406420376,1.7538622273937947,2.017303368701722,0.5618203431989373,214,214,SLOW_PROGRESS,FEASIBLE_POINT,true,0.3211748503654139,1.0e-5,1.0e-5,0.01,1.0e-6,0.0001,1.0e-5
63,3,2,0.506849191718401,0.3776963044372206,0.21353312254003587,0.21189038953433315,2.6285042839927746,0.2273028,0.2311839,9.8072586,4.529308,0.1298534,0.000149,-2.6677761967011175,-2.1609270049827165,-2.290079892263897,-2.4542430741610817,-2.4558858071667844,-0.03927191270834318,0.031745640422217065,0.04925885160468034,0.04925895160468034,1.0000000000287557e-7,0.049126988894732534,0.04912708889473254,1.0000000000287557e-7,0.6769530973470858,1.7547676011689122,1.9148772052997518,0.5623364271630215,0.7106368054730561,1.67366351923662,1.8458852398437506,0.5150149478230132,146,146,SLOW_PROGRESS,FEASIBLE_POINT,true,0.16007475664351378,1.0e-5,1.0e-5,0.01,1.0e-6,0.0001,1.0e-5
63,4,3,0.5650200573699395,0.4074009607190554,0.22635180078493988,0.22622488906839955,3.765417298825742,0.0335221,0.0194825,24.2224162,5.2646354,0.1521902,0.0001489,-4.419893593283278,-3.854873535913338,-4.012492632564222,-4.193541792498338,-4.193668704214878,-0.6544762944575357,0.031745640422217065,0.04823840400450881,0.04823850400450881,1.0000000000287557e-7,0.0484872526164485,0.0484873526164485,1.0000000000287557e-7,0.6921604178319892,1.693244986679341,1.9045392685144589,0.5266467983403494,0.6619758738172805,1.7084036779503626,1.838125772739907,0.5355594128453965,153,153,SLOW_PROGRESS,FEASIBLE_POINT,true,0.23554619646794994,1.0e-5,1.0e-5,0.01,1.0e-6,0.0001,1.0e-5
63,5,4,0.6138181223720123,0.4417914695274616,0.2521851649152591,0.25198110578626665,4.3129182419840815,0.026426,0.0185537,14.9603799,5.4471472,0.1593945,0.0001389,-6.209931237792533,-5.596113115420521,-5.768139768265072,-5.957746072877274,-5.957950132006267,-1.8970129958084518,0.031745640422217065,0.04929028802017642,0.04929038802017642,1.0000000000287557e-7,0.048496124430730966,0.04849622443073097,1.0000000000287557e-7,0.6355394372504201,1.6549482701815912,1.9220824969253125,0.5037697516526655,0.6932656887743928,1.654630928578428,1.765525105544895,0.5035779800798597,165,165,SLOW_PROGRESS,FEASIBLE_POINT,true,0.2525776637371622,1.0e-5,1.0e-5,0.01,1.0e-6,0.0001,1.0e-5
63,6,5,0.6601807515487481,0.47119026212415704,0.47117263824643274,0.4746815105398676,4.807601544662485,0.0257062,0.0160822,8.5707289,2.0704665,0.1586495,0.0001455,-8.028993058919603,-7.368812307370855,-7.557802796795446,-7.5578204206731705,-7.554311548379736,-3.2213915142571183,0.031745640422217065,0.03175178524340741,0.03175188524340741,1.0000000000287557e-7,0.03207166316825279,0.03207176316825279,1.0000000000287557e-7,0.9994314030363058,1.0003222242324077,0.0010353804859959505,0.000568758676250165,0.9724828485290395,1.0194236614397651,0.08505438257551949,0.027902840119055465,74,74,SLOW_PROGRESS,FEASIBLE_POINT,true,0.5341861298887547,1.0e-5,1.0e-5,0.01,1.0e-6,0.0001,1.0e-5
