n,s,t,ddgfact_gap,ddgfact_plus_gap,ddgfact_plus_upsilon_gap,spec_gap,ddgfact_runtime,ddgfact_plus_runtime,ddgfact_plus_upsilon_runtime
124,1,1,2.9712465909881303e-7,2.9258770162243763e-7,-1.974544820981805e-7,0.4178024406893277,9.6683423,4.1361886,363.9434746
124,2,2,1.4608227694168363e-7,2.2645236441576344e-7,-2.6664469388038015e-7,0.8729981162902263,4.4947107,3.3980947,386.5123984
124,3,3,2.3991102260367825e-7,2.3924320657897624e-7,-2.744450391389819e-7,1.4915416847593939,4.1315537,3.8894895,395.8721916
124,4,4,7.392586098831089e-8,7.402205426387809e-8,-3.4195058162822534e-7,2.1474785254949538,5.1395704,3.607867,364.6906356
124,5,5,1.8892910347290126e-7,1.889252096987093e-7,-3.693577532715153e-7,2.982115014025446,4.8579678,5.004154,295.1250008
124,6,6,0.0280704108402432,0.028069744178431222,0.028068736787830062,3.854144330611245,7.3858646,18.1877328,683.1696276
124,7,7,0.03793062384767509,0.037928729061420086,0.037928201596436395,4.620235742252127,7.8162532,7.0633304,563.3889437
124,8,8,0.014830478374030065,0.014829112374208364,0.014828577569666379,5.2871667633275194,6.1723056,4.7833107,387.5276417
124,9,9,0.052324710674753305,0.05232256551611414,0.052322043140328844,5.8952519163950186,5.5866283,4.8448644,333.8924075
124,10,10,0.03750078839639315,0.03749655691613896,0.037496038259561715,6.436616980126914,6.4494019,5.7736153,322.4445165
124,11,11,0.02436593541950316,0.024361409820095048,0.024360897602427656,7.050620271881549,5.7342557,4.7572076,295.1520599
124,12,12,0.002091479097934723,0.0020890523172312214,0.002088539891431651,7.652337076546921,5.6645366,4.7571694,394.958697
124,13,13,0.034711126831055594,0.03470444062597977,0.034703915475631675,8.439865917502381,6.0245463,15.6771239,444.314641
124,14,14,0.10503153304338753,0.1050138086108916,0.10501287953680816,9.25759036245259,7.8214718,17.9365896,408.9032303
124,15,15,0.1276562922365656,0.12762607568138407,0.12762559884508562,9.88168955882469,8.5703591,13.7294608,657.6949939
124,16,16,0.20968450211029221,0.20963996999925882,0.2096395029559659,10.485230699138569,8.6144073,6.7924269,431.8776109
124,17,17,0.2851715357248281,0.28509741745943984,0.2850969457231116,11.06247205555212,10.6696455,6.5193205,433.1125429
124,18,18,0.3242098448201318,0.3241226864400204,0.3241218035971656,11.650911247711065,9.4631446,10.1599513,413.5806326
124,19,19,0.42779117105669684,0.427688907277485,0.42768841804253555,12.236339446660295,6.6723524,12.2955985,377.890913
124,20,20,0.5077188186157144,0.5076078342018491,0.507607349305971,12.741578222345083,9.7489896,6.7630801,498.8083644
124,21,21,0.5738407479357335,0.5737205167545483,0.5737196316583351,13.214932708737223,8.5284819,13.960354,497.4438312
124,22,22,0.6106866384979242,0.6105440699708424,0.6105435738569156,13.655561774903148,8.185826,6.5098675,337.0426899
124,23,23,0.676580936178425,0.6764267925854313,0.6764259059061146,14.085369384689642,9.0883431,10.4178996,576.2921154
124,24,24,0.7293812368150725,0.7292162798910624,0.7292154044322103,14.509254762271055,9.2764728,11.7118115,545.9599945
124,25,25,0.8090652724881267,0.8088840088669826,0.8088834961191083,14.960667581327456,7.7349817,4.8089398,351.2878933
124,26,26,0.8813434632582187,0.8811335187821072,0.8811329963006926,15.394294776598144,7.6678946,7.5279977,397.1478093
124,27,27,0.9986237467179393,0.9983838984150708,0.9983829834804254,15.901569585556999,5.5484578,11.6442596,412.7341031
124,28,28,1.079784291375887,1.0795177518354535,1.0795168078393118,16.382919714894868,7.8374976,10.5271063,460.4442201
124,29,29,1.1648215831987443,1.1645292648283885,1.1645286488104034,16.892163602732452,7.1048537,5.260185,357.353854
124,30,30,1.281830909246409,1.281505454674729,1.2815047830748938,17.37677358137367,6.2844019,3.7705558,369.3452692
124,31,31,1.3676309623813694,1.3672791700182216,1.3672784694407056,17.74298534061961,6.3059102,3.5394621,431.7509627
124,32,32,1.41045542485557,1.4100641163012284,1.410063352184352,18.01375104183994,6.4519581,5.0087935,383.1333238
124,33,33,1.5208213106773059,1.520386016112326,1.5203852133611662,18.364903144633928,6.5300062,4.8805465,350.9661999
124,34,34,1.58452972818003,1.5840466769708854,1.584045799903464,18.68439066315807,2.2473701,8.2205439,427.116642
124,35,35,1.703325592311046,1.7027990361389982,1.7027981092256255,19.082608603805284,2.6276858,6.792886,352.0913067
124,36,36,1.8004352353648443,1.7998594602413505,1.7998584440794758,19.437513816883055,1.2137828,0.9955071,319.047991
124,37,37,1.9049785950997062,1.904319140279199,1.9043180225334027,19.802027505865098,1.4550662,2.2521947,301.1762475
124,38,38,2.0149601008202183,2.0142042130992763,2.014202977430074,20.13660311773552,1.1934141,1.0131677,264.1527345
124,39,39,2.1435510365235757,2.1426968794153822,2.142695485809952,20.380152940148463,1.239559,2.855939,278.4030217
124,40,40,2.2409902012375653,2.2400123507481453,2.240010780010209,20.619113756193457,1.2041473,1.6736698,262.1167031
124,41,41,2.373930972705409,2.372813342118576,2.3728115467959867,20.95277391228666,1.0752771,2.1682676,263.4180727
124,42,42,2.4965529507189217,2.4953260958757255,2.4953241571126057,21.281367417829642,1.3709152,5.344674,327.0740724
124,43,43,2.707812589670766,2.706447524015715,2.7064454602316914,21.730181952852433,5.7506545,5.3863103,326.087406
124,44,44,2.903963349759806,2.9024114671026666,2.9024090969075758,22.191176668060024,1.2069608,0.9153506,278.7466314
124,45,45,3.1319535928665516,3.1302508349072866,3.1302482318362195,22.71667432916115,1.4424841,5.1042257,281.6018063
124,46,46,3.3194022623539468,3.3175482045411115,3.317545383372334,23.132548311505502,1.2979446,5.9021615,279.3836395
124,47,47,3.4665264181541886,3.464524860127284,3.464521791001772,23.31848318509057,2.7314918,4.5057276,261.7735742
124,48,48,3.575175132607768,3.5729973474514907,3.572993994265687,23.50716186037647,6.4213674,5.0375272,290.6454078
124,49,49,3.7289412360607628,3.726612894695677,3.726609310499782,23.764270091697313,1.012904,0.7512511,250.3160679
124,50,50,3.8529533597512113,3.85047250525119,3.8504687069805357,24.007796110550515,1.2133604,1.6495918,277.6995532
124,51,51,3.9513299427489983,3.9486774090844676,3.9486733687910203,24.211470681787944,1.2804848,4.9264027,277.7212399
124,52,52,4.011352161375186,4.008512710311663,4.008508441914245,24.3813982962688,1.4550252,5.2370641,274.1781748
124,53,53,4.148344399785088,4.145302015201764,4.1452974467077865,24.656319686510983,1.0425316,0.820676,238.1293812
124,54,54,4.279753603728437,4.276524881838128,4.276520050593177,24.948460205162377,5.8596544,3.7128235,272.8333875
124,55,55,4.4486493812042625,4.445202113696979,4.445196970846439,25.305325852436113,1.1004341,0.8886979,300.7066662
124,56,56,4.62953324038466,4.625802275078968,4.625796723944717,25.475667974881162,1.0277057,0.7704485,253.8347622
124,57,57,4.755027015191899,4.750914331905506,4.750908226991754,25.606528573730913,0.9357528,0.7812527,252.7870755
124,58,58,4.8459344094775645,4.8414171104443255,4.841410420083605,25.70878741064459,1.0949461,3.9042067,260.9764136
124,59,59,4.887876939850742,4.882976735367748,4.8829694494388605,25.805780483324497,0.9166914,0.8336451,137.5573136
124,60,60,4.90444566995339,4.899122302086482,4.899114410653112,25.89175441443686,0.9510348,0.8072473,254.0845786
124,61,61,4.95324187044946,4.9473480074243525,4.947339255807719,25.97706766822762,0.8737965,0.8023267,260.1848121
124,62,62,4.956483307233981,4.949791303181655,4.94978115194769,26.00993900038688,0.8782097,3.7293618,300.0247882
124,63,63,5.097207676235115,5.089691053062552,5.089679867366385,26.173543303676638,0.8907449,0.7804905,264.0356699
124,64,64,5.1732844157719455,5.16502273955129,5.165010388692252,26.28949037675264,0.8878537,0.775516,289.4636236
124,65,65,5.269809528431324,5.260847124278484,5.260833767794452,26.38975950133411,5.8975391,5.2503365,288.0001936
124,66,66,5.323581725316643,5.313890267380572,5.313875881396513,26.46458970741861,6.7462396,4.9027114,403.3646066
124,67,67,5.338209686735382,5.327879059476629,5.327863999537811,26.46147213545916,5.6249721,6.0353818,344.4115606
124,68,68,5.394815500865661,5.3837872333660926,5.383770771732998,26.4081861537384,6.0693625,6.6722049,310.4659608
124,69,69,5.419266504030162,5.407382877689599,5.407365226624108,26.273871489885522,5.6051124,5.949434,280.6040432
124,70,70,5.486478185458395,5.473571304857927,5.473552096187063,26.219591434093672,3.9837452,3.1105516,284.3219913
124,71,71,5.549745854301818,5.53591598606593,5.535895282703393,26.20370494978968,4.4765789,4.6602469,267.7533941
124,72,72,5.583835859800018,5.568904958448883,5.5688824140056,26.14527282444891,5.1253099,8.132212,271.2253421
124,73,73,5.671597877926388,5.655234620049157,5.655209992402888,26.136744381736236,6.5987922,4.703812,317.3928491
124,74,74,5.675141918553692,5.65748519109539,5.657458667291337,25.942977620853412,5.1585422,5.0233359,254.3187375
124,75,75,5.612606139381086,5.593681655414144,5.593653263380531,25.729561901251913,5.678129,5.090834,287.7039281
124,76,76,5.538544285593673,5.518258430664105,5.518227853807872,25.47557299596872,6.0585039,5.0768921,295.5951274
124,77,77,5.498396169027359,5.476862318696902,5.476829468277771,25.207684625065554,5.7299578,4.4930532,287.5681199
124,78,78,5.447105874732017,5.424175489328178,5.424140025265473,24.970814287383774,6.3018579,4.9687589,290.2682868
124,79,79,5.480023301306062,5.454908432287311,5.454869006136903,24.797464900293306,5.9955885,4.4513518,253.8909371
124,80,80,5.519973669682315,5.49238454700793,5.492340549229482,24.666264797730378,5.0783207,4.9350227,252.4523191
124,81,81,5.530906094046173,5.501091088952677,5.501043060662624,24.47987596288266,6.9512365,5.0589841,292.7288739
124,82,82,5.567354640086904,5.535493845804126,5.53544242146225,24.370890361885557,6.0395702,5.3209276,276.5420403
124,83,83,5.655950612947862,5.622179026424135,5.622123541527145,24.27770177458578,6.2342629,6.0011356,298.1454574
124,84,84,5.693501610907504,5.657851660381965,5.657791924153713,24.17906471560596,6.7766799,5.2628609,281.1766777
124,85,85,5.681435095850958,5.643603956205823,5.643539474666454,23.958097072988437,7.0033032,4.8784914,274.2590891
124,86,86,5.66802808213626,5.628176007296986,5.628106386420825,23.77558194526472,5.395682,4.4647401,277.0367263
124,87,87,5.68579273873965,5.6439470779381224,5.643871957984345,23.537797541818122,7.4584945,8.2358043,271.5966218
124,88,88,5.737295957353155,5.69354227527819,5.69346145193046,23.340414589562585,5.288875,4.844537,263.4241753
124,89,89,5.741012247243788,5.694748857520324,5.694661472685766,22.970199387754462,5.7478345,4.7192148,266.7808011
124,90,90,5.778881743948716,5.7303503666506685,5.730256674848505,22.589119274321746,5.520225,4.7216278,272.7631137
124,91,91,5.770259147218638,5.719440323217555,5.719339475901705,22.207054926630434,5.228148,17.7898985,264.3158781
124,92,92,5.718671511558483,5.665288990566438,5.66518012278479,21.762899257499953,5.5581567,4.5654052,267.7762081
124,93,93,5.6284560903407055,5.5719055765614485,5.571787720352916,21.293840364972283,5.7545229,4.720792,286.6925163
124,94,94,5.558959651849506,5.498772123705663,5.498643783367896,20.758983842453517,5.8766589,4.9540569,283.8404588
124,95,95,5.4504446374170925,5.386728058814924,5.386588757220579,20.18538142962197,5.6745994,4.356853,265.527792
124,96,96,5.286357848028757,5.219007234956507,5.218857493778984,19.593942082465645,5.1626787,4.3763495,294.384835
124,97,97,5.193800906907512,5.123447805286077,5.123287379736439,19.139597492702336,4.8123686,4.3285644,268.996122
124,98,98,5.082707738805482,5.009567689149009,5.0093954945563155,18.628925818037004,5.3588611,4.5262973,267.3627519
124,99,99,4.97544348193037,4.899325324939724,4.899140723965019,18.070364379685742,4.868752,4.5574416,281.7056636
124,100,100,4.877880999836151,4.79800830414527,4.797809915318112,17.543137896003117,5.0723427,4.6500978,266.0481713
124,101,101,4.71194531518131,4.628435084099635,4.6282211445716825,16.916350182294593,5.1438537,6.244453,263.9976343
124,102,102,4.6112995081387,4.524729801640291,4.52449938876785,16.32574144467401,5.4531131,4.1902763,264.1121767
124,103,103,4.506409850677272,4.416427681287985,4.416181198416865,15.725904137348692,5.4194996,3.2914584,293.4864959
124,104,104,4.368496780917496,4.274378837740272,4.274114024123691,15.122575148797068,4.3346426,5.7712234,287.9165041
124,105,105,4.3018371538551605,4.202531977170452,4.2022442505172535,14.59060679698095,5.3547382,4.4199733,273.8979444
124,106,106,4.1688937960447845,4.063978192262738,4.063664362688627,14.068258227963298,5.3530987,4.2080175,257.6434113
124,107,107,4.081407731060835,3.9719273160721116,3.9715872047331118,13.51837525275971,4.7568692,4.5388586,261.4936088
124,108,108,3.9362286730017217,3.8227121941915527,3.8223432416512253,12.891671444977959,4.8336735,4.3770338,255.9894004
124,109,109,3.7858844489894636,3.6701777882057343,3.6697812745915144,12.281193108379483,4.7135821,4.7542994,254.4113761
124,110,110,3.6312040936279004,3.511471920801938,3.5110419882590236,11.709291569756857,5.1663035,4.0420815,252.8777751
124,111,111,3.4851469748102772,3.3602289400859604,3.3597644575476124,11.182046161507373,11.070828,4.1912522,246.9680071
124,112,112,3.3939752523386346,3.259970490239084,3.2594665611107985,10.458349170497002,4.9381086,4.2001546,270.0292254
124,113,113,3.2198351494707538,3.0781503478476964,3.0775976005195673,9.646553177107307,4.4112419,4.3352812,262.2793153
124,114,114,2.9203035223032145,2.7607493627752433,2.760123909299125,8.800824379315657,5.6856399,5.7228016,311.5964234
124,115,115,2.6639547055195862,2.475874293586088,2.47514541579676,8.106317248070042,4.8220738,4.7165857,293.1633543
124,116,116,2.328088913326212,2.115944782586979,2.1151062015638047,7.363993679283141,6.8946783,4.8340039,264.9726044
124,117,117,2.252304819865742,2.0148190920364186,2.013858162923185,6.778505614813696,4.7790186,3.9662025,271.9426683
124,118,118,2.0823449217504333,1.7547013830282765,1.7534021429758582,5.98360115582193,4.8016951,3.8354662,259.9413247
124,119,119,2.0034340913101687,1.571493708951209,1.569719572589662,5.042466552470927,4.5476976,3.9926521,245.0953633
124,120,120,1.7625887828566391,1.1844150192233798,1.182005763775706,3.919117689517577,4.1952832,4.0238264,249.3351506
124,121,121,1.4705797085773469,0.8582432442270118,0.8555466267905985,3.0248330720919228,4.169822,3.7632304,255.621752
124,122,122,1.033109158882226,0.4771492068370833,0.47471392450403016,1.9213537385565616,4.5029628,3.319544,246.0413424
