data_n,n,s,t,relaxation,solver_used,fixing_rule,calibration_method,root_calibration_param_set,node_calibration_param_set,upsilon_fixing,use_t1_plus_bnb,recalibrate_k,bnb_gap,bnb_root_gap,bnb_runtime,bnb_reported_wall_time,bnb_knitro_time,bnb_relaxation_solve_time,bnb_upsilon_calibration_time,bnb_factorization_time,bnb_bound_computation_time,bnb_open_list_time,bnb_node_setup_time,bnb_dual_solution_time,bnb_variable_fixing_direct_time,bnb_variable_fixing_time,bnb_variable_fixing_calls,n_fixed_zero_bnb,n_fixed_one_bnb,n_fixed_total_bnb,bnb_nodes,bnb_n_int_sols,bnb_tree_exhausted,bnb_time_limit_hit,bnb_int_gap_max,bnb_int_gap_avg,bnb_int_gap_opt,z_bnb,z_bnb_ub,z_bnb_root_ub,psi
63,32,16,12,DDGFactplus,general,primal,none,none,none,simple,true,,0.4839082116194007,1.0408410009569131,7205.948502,7200.011999845505,6815.283844599809,6815.283844599809,0.0,101.67803459999107,6957.684837899847,0.43922199999928296,17.336161700113337,0.0,174.4421459000107,174.4421459000107,861042,801854,570087,1371941,900613,591838,false,true,1.4968786050171765,1.058331843232156,0.7787331259604642,-22.96812911013585,-22.484220898516448,-21.927288109178935,
63,32,16,12,DDGFactplusUpsilon,general,primal,prox_step,root,node,simple,true,1,0.43058630606921255,0.6849263037369653,7209.2208371,7202.546999931335,6402.957992799976,20.457598999999973,6382.500393799975,0.48810009999999987,6403.539120100006,0.003046300000000009,0.1272021,0.0,804.7792400000008,804.7792400000008,4246,984,2175,3159,4329,264,false,true,0.9268694348846793,0.6740244678224685,NaN,-22.968129110135852,-22.53754280406664,-22.283202806398887,
63,32,16,12,DDGFactplusUpsilon,general,primal,prox_step,root,node,simple,true,2,0.41245302840225406,0.6849263037369653,7203.0018839,7200.293999910355,5960.198669100016,88.13617199999995,5872.062497099991,0.772404600000004,5961.263932900008,0.0051193000000000445,0.19817019999999957,0.0,1240.8045267999994,1240.8045267999994,6988,1171,3290,4461,7139,1143,false,true,0.9572858682089915,0.7212134225514502,NaN,-22.968129110135852,-22.555676081733598,-22.283202806398887,
63,32,16,12,DDGFactplusUpsilon,general,primal,prox_step,root,node,simple,true,3,0.41230190535154776,0.6849263037369653,7204.7676628,7201.40499997139,5661.495849000015,136.51174289999992,5524.98410610001,0.9197999999999991,5662.9907497000195,0.006578800000000124,0.21262000000000023,0.0,1540.6138315999956,1540.6138315999956,8988,1563,4853,6416,9199,2111,false,true,1.1052439215224794,0.745351936227423,NaN,-22.968129110135852,-22.555827204784304,-22.283202806398887,
63,32,16,12,DDGFactplusUpsilon,general,primal,prox_step,root,node,simple,true,4,0.41099346200480014,0.6849263037369617,7202.6557667,7200.00200009346,5416.1977480000205,175.51966910000036,5240.678078900016,1.2613415000000037,5418.148988299981,0.0076275000000001255,0.19510609999999942,0.0,1783.1960574000007,1783.1960574000007,10689,1938,6118,8056,11005,3121,false,true,1.0812280271049381,0.7535359509753393,0.36597640817020505,-22.96812911013585,-22.557135648131048,-22.283202806398887,
63,32,16,12,DDGFactplusUpsilon,general,primal,prox_step,root,node,simple,true,5,0.41680583804308213,0.6849263037369617,7203.4593694,7200.753000020981,5255.083639000047,190.29077889999962,5064.792860100008,1.499505399999996,5257.350536300008,0.008357500000000085,0.21876929999999936,0.0,1944.7196417999949,1944.7196417999949,11483,1746,6668,8414,11835,3529,false,true,1.1771312934475873,0.770006862943249,0.3735358752506386,-22.96812911013585,-22.551323272092766,-22.283202806398887,
