n,s,t,ddgfact_gap,ddgfact_plus_gap,ddgfact_plus_upsilon_gap,spec_gap,ddgfact_runtime,ddgfact_plus_runtime,ddgfact_plus_upsilon_runtime
63,1,1,-2.3958896422371367e-8,2.3231050860772484e-7,3.933365677610823e-8,1.7925460382232636,8.9257744,0.7197531,4.6668286
63,2,2,0.12142879906426218,0.0930623723038555,0.09281964176299606,3.0514745844493296,0.0366687,0.0368668,2.7774671
63,3,3,0.1236584482443357,0.08961143155699958,0.08932258354434452,4.187102006981752,0.0450312,0.0363291,3.1391251
63,4,4,0.13675382410478498,0.10182929209532254,0.10150091719618537,4.728428247116809,0.0526143,0.0499331,3.4993468
63,5,5,0.16496773212042015,0.12654402662773911,0.12620105921065417,5.222797890081224,0.049701,0.0355757,2.9775175
63,6,6,0.13263459931766164,0.08191766455573557,0.08158404413050313,5.592713968272531,0.0696809,0.0550258,3.5305402
63,7,7,0.19294356026837,0.1325462093809957,0.13216331614608912,5.915814625882951,0.0641558,0.0533591,3.5918709
63,8,8,0.23234302547461283,0.16453272963450516,0.16407102825900388,6.225893710449217,0.0623182,0.0619616,3.7386968
63,9,9,0.24301381379678233,0.16525197431423422,0.16479746960974495,6.446038081908149,0.0633576,0.0562977,3.9968912
63,10,10,0.28925431604203666,0.19953941920862306,0.19904809221625896,6.642257488589408,0.0687226,0.0531295,3.7074959
63,11,11,0.31569830359649487,0.2162740167276631,0.21571134106808287,6.757021150200455,0.0828734,0.0526737,3.6778115
63,12,12,0.3374732208180937,0.22788275173911998,0.22724052595755495,6.866114059214816,0.1023342,0.0540098,4.0758694
63,13,13,0.3480194212351755,0.23035258674614667,0.22959703710815305,6.911502389170579,0.0755869,0.0576789,4.3415937
63,14,14,0.3633702059481969,0.23452935878738046,0.2336444050633517,6.9508297274748685,0.0661191,0.0476392,3.4078453
63,15,15,0.3658173714105004,0.22911763897410253,0.2281852813337366,6.9965943162691175,0.0737552,0.0551149,4.1683414
63,16,16,0.3780306675288472,0.23774031056355227,0.23673978840506038,7.011023660740683,0.0988222,0.0479404,3.2329682
63,17,17,0.37237653529949455,0.22465066360245345,0.22361800833697743,6.979359529992124,0.0672108,0.0504706,3.6069753
63,18,18,0.38167035965442153,0.22504163031396018,0.22405279369068865,6.919242391525515,0.0768987,0.0521988,3.4666622
63,19,19,0.37612509175401243,0.21228396941661032,0.21133933229886281,6.84879760628872,0.0630943,0.063794,3.1554143
63,20,20,0.4029892002472266,0.2345077472664414,0.23359984422193492,6.818316654885415,0.0683593,0.0496981,3.1244033
