n,s,t,ddgfact_gap,ddgfact_plus_gap,spectral_gap,custom_bfgs_gap,ppa_one_gap,pf_lmo_lmo_gap,pf_lmo_po_gap,pf_po_lmo_gap,pf_lmo_lmo_dual_gap,pf_lmo_po_dual_gap,pf_po_lmo_dual_gap,ddgfact_runtime,ddgfact_plus_runtime,spectral_runtime,custom_bfgs_runtime,ppa_one_runtime,pf_lmo_lmo_runtime,pf_lmo_po_runtime,pf_po_lmo_runtime,local_search_runtime
63,5,1,0.6053853751783853,0.4826863141445477,0.9403161693975799,0.2892771897798901,0.2880913470616497,0.3088342227823352,0.31873711278750105,0.2984992822721093,0.30922364417982606,0.3187938179486486,0.2986964850977466,8.8918843,0.5910486,0.020272,11.0049555,3.7260535,5.3347367,1.4859851,0.7616234,1.7351233
63,6,2,1.055435940320724,0.8420441737806459,1.9113962520089196,0.5500832575193786,0.5499596617120748,0.569115801798725,0.5653974069992911,0.5565314012963585,0.570463857894492,0.5688213985379833,0.5590497834912211,0.2764712,0.2431267,0.000135,9.197568,5.73446,1.1148679,1.55702,1.0905928,0.1698135
63,7,3,1.3897385554489894,1.0730735748974265,2.9603707801155235,0.6835451731709901,0.6835908577743623,0.6953567825594034,0.7012531033662919,0.6911037133569455,0.7007140680817852,0.7072947526664208,0.6951659710654594,0.0218789,0.0151933,0.0001289,12.9360161,5.1915507,1.1254517,1.5609998,1.1212439,0.1612289
63,8,4,1.6131225078160911,1.214742932715657,3.464832059034504,0.7807468049008017,0.7801580936812398,0.8059551518347421,0.8033944141942415,0.7901890607107163,0.8122567879414069,0.8099832782954195,0.7946558220888509,0.0169649,0.0139579,0.000152,11.1858204,5.1893093,1.1393912,1.5536651,1.5586199,0.1741995
63,9,5,1.7400862606022889,1.27770734576315,3.9305471100226796,0.8399292873187028,0.8393605021459711,0.8616509613883503,0.858119606448092,0.8536553421689463,0.8698885890714925,0.8667416546230662,0.8597118580392777,0.0281098,0.0223005,0.0001427,10.4608751,5.3357708,1.6451068,1.6375121,1.1438998,0.1928059
