n,s,t,ddgfact_gap,ddgfact_plus_gap,ddgfact_plus_upsilon_bfgs_original_gap,ddgfact_plus_upsilon_bfgs_t1_reform_gap,spec_gap,ddgfact_runtime,ddgfact_plus_runtime,ddgfact_plus_upsilon_bfgs_original_runtime,ddgfact_plus_upsilon_bfgs_t1_reform_runtime,local_search_runtime,spectral_runtime,z_ls,z_ddgfact,z_ddgfact_plus,z_ddgfact_plus_upsilon_bfgs_original,z_ddgfact_plus_upsilon_bfgs_t1_reform,z_spec,bfgs_t1_reform_improvement_over_original,bfgs_t1_reform_runtime_saving,psi_bfgs_original,lambda_min_bfgs_original,feasibility_slack_bfgs_original,psi_bfgs_t1_reform,lambda_min_bfgs_t1_reform,feasibility_slack_bfgs_t1_reform,gamma_min_bfgs_original,gamma_max_bfgs_original,theta_norm_bfgs_original,gamma_min_bfgs_t1_reform,gamma_max_bfgs_t1_reform,theta_norm_bfgs_t1_reform
63,2,1,0.2855201816336086,0.21672437201135808,0.09202894440418574,0.09202998773211835,1.4546796845492647,9.1198521,0.7740952,33.0446631,11.1718441,1.2829317,0.0201803,-1.0247114808285755,-0.739191299194967,-0.8079871088172175,-0.9326825364243898,-0.9326814930964572,0.42996820372068917,-1.0433279326038658e-6,21.872819,0.050831245232650424,0.05083134523265043,1.0000000000287557e-7,0.051022205303795407,0.05102230530379541,1.0000000000287557e-7,0.5990879446147797,1.7292247359843342,2.1016863026120616,0.6013406569143719,1.7354285503659328,2.086111142013896
63,3,1,0.40559348787194127,0.31036878752293573,0.13069058050948346,0.1306925374858322,1.193666460566439,0.0483009,0.0278858,29.8402025,5.9813737,0.1872793,0.000376,-0.76369825684575,-0.3581047689738087,-0.45332946932281426,-0.6330076763362665,-0.6330057193599178,0.42996820372068917,-1.956976348749251e-6,23.8588288,0.050226162698156704,0.05022626269815671,1.0000000000287557e-7,0.05023429504612693,0.05023439504612693,1.0000000000287557e-7,0.5978977328286347,1.8021276615548587,2.0437355936646915,0.5979984496924513,1.828880133536705,2.039974106985445
63,4,1,0.5403973424543097,0.4297989741762083,0.23234072591122268,0.23234300937736874,1.0651161400785043,0.0385979,0.0281292,33.3268842,11.7636465,0.1463107,0.0001516,-0.6351479363578152,-0.09475059390350545,-0.20534896218160686,-0.4028072104465925,-0.40280492698044645,0.42996820372068917,-2.283466146058011e-6,21.563237700000002,0.05064128650560663,0.05064138650560663,1.0000000000287557e-7,0.050747159460935935,0.05074725946093594,1.0000000000287557e-7,0.5864524914400843,1.843670464824173,2.2396601788871107,0.5945792421009257,1.8475420132635498,2.270207065505169
63,5,1,0.6053851040171974,0.48268630828587306,0.28789340777971045,0.28791144319204404,0.9403161693975799,0.0533534,0.0286558,25.1838958,15.6236855,0.1519156,0.0001697,-0.5103479656768907,0.09503713834030675,-0.027661657391017634,-0.22245455789718022,-0.22243652248484663,0.42996820372068917,-1.8035412333583523e-5,9.560210299999998,0.05036851590173736,0.050368615901737364,1.0000000000287557e-7,0.05093402801068671,0.05093412801068671,1.0000000000287557e-7,0.6061213031614293,1.8199236304840383,2.2396413139466156,0.6262102342165178,1.840582776896722,2.202662349543305
63,6,1,0.6815855822931239,0.5490011193220861,0.36255188752014056,0.36256020941806955,0.8660230024467304,0.0845151,0.0317674,33.3957146,19.2347985,0.1575986,0.0001675,-0.43605479872604114,0.2455307835670828,0.1129463205960449,-0.07350291120590058,-0.07349458930797159,0.42996820372068917,-8.321897928986743e-6,14.160916099999998,0.050177065112132276,0.05017716511213228,1.0000000000287557e-7,0.05011265380783608,0.050112753807836086,1.0000000000287557e-7,0.6775990641596512,1.76454447289521,2.100456190906309,0.6844023371998895,1.7804242099667762,2.0160617373057548
63,7,1,0.7401941319125689,0.6000721185455749,0.4099837323711146,0.409989981359327,0.7939203766532575,0.0781356,0.0330872,26.7854995,8.0120312,0.1695119,0.000196,-0.3639521729325684,0.3762419589800005,0.23611994561300653,0.0460315594385462,0.04603780842675864,0.42996820372068917,-6.2489882124427965e-6,18.7734683,0.05090224957992774,0.050902349579927744,1.0000000000287557e-7,0.05048682856552445,0.050486928565524454,1.0000000000287557e-7,0.6968666468831433,1.7329118351430113,2.0486609466906036,0.6999224064851889,1.813258285538453,2.024157201737784
63,8,1,0.7905936867415018,0.6442217709946124,0.45015415455199315,0.4501716718695447,0.7307559278657795,0.0646043,0.0309437,28.6010666,8.2442882,0.1875597,0.0001644,-0.3007877241450903,0.4898059625964115,0.3434340468495221,0.14936643040690284,0.1493839477244544,0.42996820372068917,-1.751731755156305e-5,20.3567784,0.048990961374490646,0.04899106137449065,1.0000000000287557e-7,0.04984835639639498,0.049848456396394986,1.0000000000287557e-7,0.7166777110500434,1.7235694122181013,1.9389409187130942,0.7355103144506538,1.7199198662462005,1.8697195560747624
63,9,1,0.841102816571041,0.6894286149963116,0.4913021692765717,0.4912955876234433,0.68073235627712,0.0702097,0.0291478,29.9481357,11.5580756,0.6737726,0.0001667,-0.25076415255643086,0.5903386640146101,0.43866446243988066,0.24053801672014086,0.24053143506701238,0.42996820372068917,6.581653128473475e-6,18.3900601,0.04942653642786268,0.049426636427862686,1.0000000000287557e-7,0.04919925005878719,0.04919935005878719,1.0000000000287557e-7,0.7292248715600835,1.7989456755215538,1.9016404766333548,0.7258823476678535,1.7533853314821304,1.9056605919002196
63,10,1,0.8926100182430377,0.7364439494110093,0.5355061466002407,0.5355097048475845,0.6414533150109731,0.0706183,0.0247907,27.1397048,6.7885395,0.2615558,0.0001686,-0.21148511129028397,0.6811249069527537,0.5249588381207254,0.3240210353099567,0.3240245935573005,0.42996820372068917,-3.5582473438267037e-6,20.3511653,0.04877785538674375,0.04877795538674375,1.0000000000287557e-7,0.04876953639659925,0.04876963639659925,1.0000000000287557e-7,0.7200597914191832,1.7167713719438842,1.9798204805055692,0.7199308034072894,1.718528655659838,1.9820256303445027
63,11,1,0.9472280269131887,0.7872314407887592,0.5837389549378298,0.5837462779558017,0.6130784359975929,0.0497839,0.0310393,29.0546657,16.2657802,0.3092985,0.0001759,-0.1831102322769038,0.7641177946362849,0.6041212085118554,0.400628722660926,0.40063604567889793,0.42996820372068917,-7.323017971960777e-6,12.788885500000003,0.04892952500566712,0.048929625005667124,1.0000000000287557e-7,0.049413076556527054,0.04941317655652706,1.0000000000287557e-7,0.7286630683595001,1.74719065169716,1.921276587195879,0.7337088544159542,1.6882689484137916,1.8825952339776815
63,12,1,0.9950240853448115,0.8317275284112297,0.6252964077414858,0.6253198443277707,0.5843741306547421,0.0541132,0.023709,29.1992101,21.149335,0.2805877,0.0001737,-0.1544059269340529,0.8406181584107586,0.6773216014771768,0.47089048080743284,0.4709139173937178,0.42996820372068917,-2.343658628495282e-5,8.049875099999998,0.04917511299439563,0.04917521299439563,1.0000000000287557e-7,0.0495627291360097,0.049562829136009706,1.0000000000287557e-7,0.7384546400022132,1.7617815382244888,1.9348369164977663,0.7406408948072972,1.775705487008853,1.889307337065837
